<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.03.04	14:45:00	1.26454	1.26494	1.26401	1.26409	721	0	3
2021.03.04	15:00:00	1.26408	1.26478	1.26376	1.26423	1017	0	3
2021.03.04	15:15:00	1.26423	1.26456	1.26383	1.26453	794	0	3
2021.03.04	15:30:00	1.26454	1.26472	1.26191	1.26264	1552	0	3
2021.03.04	15:45:00	1.26264	1.26389	1.26220	1.26228	1249	0	3
2021.03.04	16:00:00	1.26231	1.26303	1.26193	1.26253	1194	0	3
2021.03.04	16:15:00	1.26251	1.26315	1.26244	1.26307	1034	0	3
2021.03.04	16:30:00	1.26310	1.26330	1.26174	1.26289	2086	0	3
2021.03.04	16:45:00	1.26289	1.26491	1.26278	1.26374	2452	0	3
2021.03.04	17:00:00	1.26370	1.26483	1.26325	1.26445	2683	0	3
2021.03.04	17:15:00	1.26444	1.26485	1.26304	1.26336	2329	0	3
2021.03.04	17:30:00	1.26337	1.26374	1.26213	1.26217	1731	0	3
2021.03.04	17:45:00	1.26215	1.26264	1.26031	1.26089	1980	0	3
2021.03.04	18:00:00	1.26089	1.26106	1.25972	1.26068	2052	0	3
2021.03.04	18:15:00	1.26069	1.26072	1.25961	1.25973	1587	0	3
2021.03.04	18:30:00	1.25973	1.25978	1.25847	1.25869	1804	0	3
2021.03.04	18:45:00	1.25868	1.25898	1.25750	1.25844	1411	0	3
2021.03.04	19:00:00	1.25844	1.25995	1.25787	1.25913	1826	0	3
2021.03.04	19:15:00	1.25913	1.26253	1.25760	1.26167	3336	0	3
2021.03.04	19:30:00	1.26166	1.26346	1.26153	1.26279	3974	0	3
2021.03.04	19:45:00	1.26278	1.26488	1.26278	1.26449	3646	0	3
2021.03.04	20:00:00	1.26452	1.26602	1.26327	1.26570	3316	0	3
2021.03.04	20:15:00	1.26570	1.26736	1.26515	1.26560	3270	0	3
2021.03.04	20:30:00	1.26561	1.26695	1.26548	1.26669	2730	0	3
2021.03.04	20:45:00	1.26669	1.26935	1.26659	1.26915	2791	0	3
2021.03.04	21:00:00	1.26913	1.26919	1.26627	1.26670	2879	0	3
2021.03.04	21:15:00	1.26670	1.26746	1.26523	1.26579	2229	0	3
2021.03.04	21:30:00	1.26580	1.26694	1.26541	1.26546	2093	0	3
2021.03.04	21:45:00	1.26548	1.26619	1.26440	1.26611	2312	0	3
2021.03.04	22:00:00	1.26611	1.26743	1.26583	1.26683	2424	0	3
2021.03.04	22:15:00	1.26682	1.26782	1.26628	1.26642	2060	0	3
2021.03.04	22:30:00	1.26642	1.26717	1.26590	1.26622	1763	0	3
2021.03.04	22:45:00	1.26622	1.26681	1.26558	1.26670	2100	0	3
2021.03.04	23:00:00	1.26673	1.26706	1.26622	1.26671	774	0	3
2021.03.04	23:15:00	1.26671	1.26705	1.26671	1.26701	263	0	3
2021.03.04	23:30:00	1.26705	1.26726	1.26638	1.26701	383	0	3
2021.03.04	23:45:00	1.26701	1.26707	1.26649	1.26649	384	0	3
2021.03.05	00:00:00	1.26649	1.26661	1.26577	1.26578	108	0	15
2021.03.05	00:15:00	1.26576	1.26622	1.26558	1.26577	108	0	48
2021.03.05	00:30:00	1.26581	1.26670	1.26578	1.26617	130	0	15
2021.03.05	00:45:00	1.26617	1.26634	1.26585	1.26602	102	0	35
2021.03.05	01:00:00	1.26602	1.26814	1.26601	1.26712	732	0	3
2021.03.05	01:15:00	1.26712	1.26790	1.26703	1.26738	430	0	3
2021.03.05	01:30:00	1.26738	1.26782	1.26703	1.26729	393	0	3
2021.03.05	01:45:00	1.26729	1.26812	1.26729	1.26795	407	0	3
2021.03.05	02:00:00	1.26801	1.26844	1.26751	1.26819	894	0	3
2021.03.05	02:15:00	1.26819	1.26825	1.26766	1.26792	791	0	3
2021.03.05	02:30:00	1.26793	1.26870	1.26790	1.26797	785	0	3
2021.03.05	02:45:00	1.26794	1.26823	1.26765	1.26787	654	0	3
2021.03.05	03:00:00	1.26788	1.26930	1.26784	1.26915	1644	0	3
2021.03.05	03:15:00	1.26915	1.26956	1.26887	1.26890	1126	0	3
2021.03.05	03:30:00	1.26893	1.26953	1.26829	1.26830	1135	0	3
2021.03.05	03:45:00	1.26829	1.26859	1.26785	1.26855	1052	0	3
2021.03.05	04:00:00	1.26857	1.26928	1.26838	1.26879	1135	0	3
2021.03.05	04:15:00	1.26879	1.26901	1.26807	1.26845	996	0	3
2021.03.05	04:30:00	1.26844	1.26866	1.26752	1.26757	1006	0	3
2021.03.05	04:45:00	1.26760	1.26760	1.26629	1.26631	770	0	3
2021.03.05	05:00:00	1.26631	1.26652	1.26592	1.26602	772	0	3
2021.03.05	05:15:00	1.26601	1.26659	1.26582	1.26644	742	0	3
2021.03.05	05:30:00	1.26643	1.26651	1.26546	1.26567	704	0	3
2021.03.05	05:45:00	1.26573	1.26577	1.26526	1.26530	546	0	3
2021.03.05	06:00:00	1.26534	1.26594	1.26530	1.26571	521	0	3
2021.03.05	06:15:00	1.26574	1.26601	1.26558	1.26581	474	0	3
2021.03.05	06:30:00	1.26580	1.26643	1.26574	1.26623	541	0	3
2021.03.05	06:45:00	1.26625	1.26652	1.26589	1.26638	638	0	3
2021.03.05	07:00:00	1.26640	1.26670	1.26606	1.26664	807	0	3
2021.03.05	07:15:00	1.26663	1.26685	1.26637	1.26661	589	0	3
2021.03.05	07:30:00	1.26661	1.26673	1.26562	1.26577	618	0	3
2021.03.05	07:45:00	1.26577	1.26591	1.26511	1.26524	778	0	3
2021.03.05	08:00:00	1.26523	1.26573	1.26513	1.26556	699	0	3
2021.03.05	08:15:00	1.26559	1.26561	1.26512	1.26554	624	0	3
2021.03.05	08:30:00	1.26554	1.26609	1.26554	1.26568	577	0	3
2021.03.05	08:45:00	1.26568	1.26606	1.26560	1.26567	574	0	3
2021.03.05	09:00:00	1.26569	1.26659	1.26522	1.26558	1036	0	3
2021.03.05	09:15:00	1.26558	1.26671	1.26540	1.26654	896	0	3
2021.03.05	09:30:00	1.26646	1.26678	1.26614	1.26634	953	0	3
2021.03.05	09:45:00	1.26632	1.26683	1.26602	1.26614	1162	0	3
2021.03.05	10:00:00	1.26614	1.26836	1.26593	1.26823	1833	0	3
2021.03.05	10:15:00	1.26824	1.26924	1.26810	1.26832	1518	0	3
2021.03.05	10:30:00	1.26831	1.26947	1.26822	1.26866	1420	0	3
2021.03.05	10:45:00	1.26863	1.26964	1.26854	1.26921	1082	0	3
2021.03.05	11:00:00	1.26921	1.26981	1.26829	1.26973	1398	0	3
2021.03.05	11:15:00	1.26973	1.27042	1.26926	1.27022	1292	0	3
2021.03.05	11:30:00	1.27021	1.27077	1.26937	1.26997	1180	0	3
2021.03.05	11:45:00	1.26998	1.27043	1.26976	1.26999	629	0	3
2021.03.05	12:00:00	1.27001	1.27078	1.26980	1.27058	594	0	3
2021.03.05	12:15:00	1.27058	1.27109	1.27051	1.27089	678	0	3
2021.03.05	12:30:00	1.27089	1.27155	1.27067	1.27067	622	0	3
2021.03.05	12:45:00	1.27070	1.27187	1.27058	1.27179	600	0	3
2021.03.05	13:00:00	1.27179	1.27180	1.27138	1.27171	503	0	2
2021.03.05	13:15:00	1.27171	1.27234	1.27131	1.27135	482	0	3
2021.03.05	13:30:00	1.27134	1.27208	1.27010	1.27094	1257	0	3
2021.03.05	13:45:00	1.27095	1.27095	1.26984	1.27043	983	0	3
2021.03.05	14:00:00	1.27045	1.27051	1.26986	1.26996	663	0	3
2021.03.05	14:15:00	1.26996	1.27086	1.26996	1.27009	703	0	3
2021.03.05	14:30:00	1.27009	1.27131	1.26992	1.27101	868	0	3
2021.03.05	14:45:00	1.27105	1.27159	1.27002	1.27004	926	0	3
2021.03.05	15:00:00	1.27004	1.27052	1.26977	1.26994	974	0	3
2021.03.05	15:15:00	1.26991	1.27050	1.26906	1.26949	1006	0	3
2021.03.05	15:30:00	1.26949	1.27372	1.26900	1.26911	3404	0	3
2021.03.05	15:45:00	1.26911	1.26927	1.26764	1.26893	2399	0	3
2021.03.05	16:00:00	1.26895	1.26907	1.26534	1.26568	2300	0	3
2021.03.05	16:15:00	1.26568	1.26636	1.26457	1.26541	2605	0	3
2021.03.05	16:30:00	1.26542	1.26765	1.26534	1.26627	2973	0	3
2021.03.05	16:45:00	1.26627	1.26874	1.26537	1.26718	3140	0	3
2021.03.05	17:00:00	1.26713	1.26762	1.26569	1.26741	3318	0	3
2021.03.05	17:15:00	1.26742	1.26766	1.26510	1.26591	3946	0	3
2021.03.05	17:30:00	1.26590	1.26734	1.26551	1.26636	3836	0	3
2021.03.05	17:45:00	1.26643	1.26885	1.26546	1.26872	3136	0	3
2021.03.05	18:00:00	1.26873	1.26905	1.26752	1.26802	2775	0	3
2021.03.05	18:15:00	1.26803	1.26925	1.26728	1.26906	2062	0	3
2021.03.05	18:30:00	1.26905	1.26933	1.26732	1.26764	2522	0	3
2021.03.05	18:45:00	1.26764	1.26831	1.26656	1.26656	2617	0	3
2021.03.05	19:00:00	1.26661	1.26778	1.26661	1.26754	2162	0	3
2021.03.05	19:15:00	1.26753	1.26756	1.26595	1.26664	1956	0	3
2021.03.05	19:30:00	1.26664	1.26698	1.26550	1.26554	2242	0	3
2021.03.05	19:45:00	1.26553	1.26670	1.26510	1.26643	1667	0	3
2021.03.05	20:00:00	1.26643	1.26741	1.26582	1.26675	2461	0	3
2021.03.05	20:15:00	1.26675	1.26679	1.26530	1.26551	1943	0	3
2021.03.05	20:30:00	1.26551	1.26586	1.26501	1.26552	1888	0	3
2021.03.05	20:45:00	1.26551	1.26598	1.26511	1.26561	1669	0	3
2021.03.05	21:00:00	1.26558	1.26640	1.26551	1.26582	1518	0	3
2021.03.05	21:15:00	1.26580	1.26664	1.26558	1.26612	1489	0	3
2021.03.05	21:30:00	1.26612	1.26673	1.26581	1.26659	810	0	3
2021.03.05	21:45:00	1.26660	1.26661	1.26603	1.26647	787	0	3
2021.03.05	22:00:00	1.26647	1.26649	1.26584	1.26605	941	0	3
2021.03.05	22:15:00	1.26603	1.26609	1.26565	1.26591	1041	0	3
2021.03.05	22:30:00	1.26591	1.26623	1.26566	1.26592	536	0	3
2021.03.05	22:45:00	1.26591	1.26605	1.26549	1.26590	813	0	3
2021.03.05	23:00:00	1.26590	1.26598	1.26549	1.26560	479	0	3
2021.03.05	23:15:00	1.26561	1.26570	1.26482	1.26535	322	0	3
2021.03.05	23:30:00	1.26534	1.26542	1.26463	1.26500	238	0	4
2021.03.05	23:45:00	1.26500	1.26528	1.26474	1.26499	383	0	3
2021.03.08	00:00:00	1.26450	1.26551	1.26450	1.26519	81	0	51
2021.03.08	00:15:00	1.26518	1.26518	1.26486	1.26495	82	0	50
2021.03.08	00:30:00	1.26493	1.26510	1.26480	1.26483	85	0	50
2021.03.08	00:45:00	1.26483	1.26503	1.26468	1.26473	135	0	43
2021.03.08	01:00:00	1.26501	1.26501	1.26308	1.26328	942	0	7
2021.03.08	01:15:00	1.26331	1.26342	1.26242	1.26264	926	0	3
2021.03.08	01:30:00	1.26264	1.26313	1.26219	1.26271	865	0	3
2021.03.08	01:45:00	1.26271	1.26355	1.26263	1.26320	697	0	3
2021.03.08	02:00:00	1.26320	1.26432	1.26317	1.26428	854	0	3
2021.03.08	02:15:00	1.26426	1.26440	1.26314	1.26355	986	0	3
2021.03.08	02:30:00	1.26356	1.26380	1.26299	1.26306	672	0	3
2021.03.08	02:45:00	1.26305	1.26326	1.26274	1.26320	733	0	3
2021.03.08	03:00:00	1.26324	1.26340	1.26285	1.26318	1018	0	3
2021.03.08	03:15:00	1.26318	1.26398	1.26318	1.26384	1204	0	3
2021.03.08	03:30:00	1.26384	1.26384	1.26299	1.26319	1320	0	3
2021.03.08	03:45:00	1.26320	1.26320	1.26270	1.26296	1512	0	3
2021.03.08	04:00:00	1.26295	1.26307	1.26254	1.26283	871	0	3
2021.03.08	04:15:00	1.26283	1.26442	1.26283	1.26438	1035	0	3
2021.03.08	04:30:00	1.26438	1.26524	1.26437	1.26523	1203	0	3
2021.03.08	04:45:00	1.26524	1.26596	1.26524	1.26533	1328	0	3
2021.03.08	05:00:00	1.26533	1.26591	1.26512	1.26586	1302	0	3
2021.03.08	05:15:00	1.26585	1.26621	1.26561	1.26602	1173	0	3
2021.03.08	05:30:00	1.26602	1.26640	1.26578	1.26634	1497	0	3
2021.03.08	05:45:00	1.26634	1.26639	1.26564	1.26590	1247	0	3
2021.03.08	06:00:00	1.26591	1.26625	1.26570	1.26603	1126	0	3
2021.03.08	06:15:00	1.26603	1.26623	1.26538	1.26538	854	0	3
2021.03.08	06:30:00	1.26538	1.26604	1.26538	1.26590	796	0	3
2021.03.08	06:45:00	1.26592	1.26618	1.26530	1.26545	1252	0	3
2021.03.08	07:00:00	1.26543	1.26555	1.26486	1.26542	1839	0	3
2021.03.08	07:15:00	1.26541	1.26555	1.26509	1.26524	1133	0	3
2021.03.08	07:30:00	1.26524	1.26557	1.26473	1.26495	1549	0	3
2021.03.08	07:45:00	1.26496	1.26504	1.26451	1.26471	1419	0	3
2021.03.08	08:00:00	1.26474	1.26481	1.26413	1.26458	1267	0	3
2021.03.08	08:15:00	1.26458	1.26494	1.26445	1.26476	1221	0	3
2021.03.08	08:30:00	1.26476	1.26549	1.26468	1.26544	1142	0	3
2021.03.08	08:45:00	1.26548	1.26631	1.26525	1.26601	1130	0	3
2021.03.08	09:00:00	1.26600	1.26641	1.26541	1.26623	1744	0	3
2021.03.08	09:15:00	1.26619	1.26712	1.26609	1.26664	1593	0	3
2021.03.08	09:30:00	1.26664	1.26720	1.26646	1.26701	1263	0	3
2021.03.08	09:45:00	1.26701	1.26778	1.26672	1.26746	1144	0	3
2021.03.08	10:00:00	1.26746	1.26755	1.26666	1.26710	2321	0	3
2021.03.08	10:15:00	1.26711	1.26755	1.26683	1.26737	1672	0	3
2021.03.08	10:30:00	1.26741	1.26816	1.26707	1.26796	1889	0	3
2021.03.08	10:45:00	1.26794	1.26847	1.26727	1.26760	1632	0	3
2021.03.08	11:00:00	1.26759	1.26868	1.26751	1.26864	1593	0	3
2021.03.08	11:15:00	1.26863	1.26999	1.26823	1.26951	1573	0	3
2021.03.08	11:30:00	1.26951	1.26991	1.26832	1.26839	1675	0	3
2021.03.08	11:45:00	1.26842	1.26901	1.26821	1.26860	1368	0	3
2021.03.08	12:00:00	1.26860	1.26942	1.26858	1.26926	1196	0	3
2021.03.08	12:15:00	1.26926	1.26971	1.26870	1.26872	1271	0	3
2021.03.08	12:30:00	1.26873	1.26884	1.26789	1.26809	1476	0	3
2021.03.08	12:45:00	1.26812	1.26872	1.26778	1.26863	1223	0	3
2021.03.08	13:00:00	1.26862	1.26898	1.26840	1.26865	1142	0	3
2021.03.08	13:15:00	1.26865	1.26933	1.26855	1.26926	1095	0	3
2021.03.08	13:30:00	1.26927	1.26930	1.26833	1.26873	1115	0	3
2021.03.08	13:45:00	1.26873	1.26956	1.26836	1.26872	1296	0	3
2021.03.08	14:00:00	1.26872	1.26977	1.26853	1.26917	1467	0	3
2021.03.08	14:15:00	1.26923	1.26987	1.26854	1.26880	1429	0	3
2021.03.08	14:30:00	1.26880	1.26931	1.26854	1.26926	1227	0	3
2021.03.08	14:45:00	1.26926	1.26972	1.26921	1.26937	1147	0	3
2021.03.08	15:00:00	1.26936	1.26945	1.26693	1.26707	1806	0	3
2021.03.08	15:15:00	1.26707	1.26763	1.26605	1.26607	1866	0	3
2021.03.08	15:30:00	1.26608	1.26656	1.26519	1.26616	1783	0	3
2021.03.08	15:45:00	1.26615	1.26637	1.26543	1.26602	1391	0	3
2021.03.08	16:00:00	1.26600	1.26629	1.26542	1.26582	1581	0	3
2021.03.08	16:15:00	1.26581	1.26695	1.26547	1.26673	1410	0	3
2021.03.08	16:30:00	1.26675	1.26729	1.26386	1.26427	3602	0	3
2021.03.08	16:45:00	1.26427	1.26699	1.26405	1.26634	3693	0	3
2021.03.08	17:00:00	1.26634	1.26713	1.26552	1.26560	3426	0	3
2021.03.08	17:15:00	1.26560	1.26605	1.26402	1.26525	3125	0	3
2021.03.08	17:30:00	1.26524	1.26630	1.26495	1.26617	2560	0	3
2021.03.08	17:45:00	1.26620	1.26690	1.26583	1.26632	2557	0	3
2021.03.08	18:00:00	1.26632	1.26648	1.26553	1.26626	2084	0	3
2021.03.08	18:15:00	1.26627	1.26656	1.26567	1.26581	1660	0	3
2021.03.08	18:30:00	1.26579	1.26701	1.26576	1.26701	1996	0	3
2021.03.08	18:45:00	1.26700	1.26731	1.26666	1.26727	2070	0	3
2021.03.08	19:00:00	1.26727	1.26745	1.26663	1.26683	1832	0	3
2021.03.08	19:15:00	1.26683	1.26699	1.26550	1.26583	1566	0	3
2021.03.08	19:30:00	1.26583	1.26594	1.26516	1.26524	1417	0	3
2021.03.08	19:45:00	1.26523	1.26539	1.26467	1.26527	1308	0	3
2021.03.08	20:00:00	1.26528	1.26529	1.26406	1.26420	1674	0	3
2021.03.08	20:15:00	1.26418	1.26441	1.26400	1.26421	1291	0	3
2021.03.08	20:30:00	1.26420	1.26521	1.26411	1.26510	1268	0	3
2021.03.08	20:45:00	1.26510	1.26689	1.26502	1.26672	1607	0	3
2021.03.08	21:00:00	1.26672	1.26688	1.26550	1.26568	1787	0	3
2021.03.08	21:15:00	1.26569	1.26601	1.26497	1.26554	1643	0	3
2021.03.08	21:30:00	1.26554	1.26631	1.26533	1.26621	1242	0	3
2021.03.08	21:45:00	1.26619	1.26625	1.26536	1.26554	1336	0	3
2021.03.08	22:00:00	1.26554	1.26701	1.26553	1.26650	1397	0	3
2021.03.08	22:15:00	1.26650	1.26756	1.26643	1.26752	1710	0	3
2021.03.08	22:30:00	1.26752	1.26752	1.26665	1.26676	1593	0	3
2021.03.08	22:45:00	1.26676	1.26777	1.26658	1.26760	1225	0	3
2021.03.08	23:00:00	1.26760	1.26793	1.26710	1.26782	920	0	3
2021.03.08	23:15:00	1.26782	1.26792	1.26681	1.26688	359	0	3
2021.03.08	23:30:00	1.26687	1.26692	1.26653	1.26666	420	0	3
2021.03.08	23:45:00	1.26661	1.26674	1.26617	1.26617	385	0	3
2021.03.09	00:00:00	1.26624	1.26719	1.26538	1.26651	155	0	32
2021.03.09	00:15:00	1.26649	1.26668	1.26604	1.26636	284	0	16
2021.03.09	00:30:00	1.26635	1.26696	1.26618	1.26636	237	0	43
2021.03.09	00:45:00	1.26636	1.26697	1.26575	1.26697	258	0	37
2021.03.09	01:00:00	1.26697	1.26697	1.26585	1.26588	249	0	3
2021.03.09	01:15:00	1.26588	1.26588	1.26545	1.26563	738	0	3
2021.03.09	01:30:00	1.26563	1.26584	1.26542	1.26561	364	0	3
2021.03.09	01:45:00	1.26560	1.26600	1.26551	1.26585	678	0	3
2021.03.09	02:00:00	1.26584	1.26659	1.26570	1.26619	1282	0	3
2021.03.09	02:15:00	1.26618	1.26700	1.26608	1.26698	1039	0	3
2021.03.09	02:30:00	1.26696	1.26760	1.26676	1.26701	1149	0	3
2021.03.09	02:45:00	1.26701	1.26722	1.26652	1.26660	992	0	3
2021.03.09	03:00:00	1.26662	1.26702	1.26565	1.26620	1316	0	3
2021.03.09	03:15:00	1.26621	1.26707	1.26611	1.26691	1541	0	3
2021.03.09	03:30:00	1.26691	1.26845	1.26679	1.26843	2142	0	3
2021.03.09	03:45:00	1.26843	1.26854	1.26768	1.26817	1524	0	3
2021.03.09	04:00:00	1.26817	1.26820	1.26623	1.26650	1906	0	3
2021.03.09	04:15:00	1.26650	1.26687	1.26624	1.26631	1640	0	3
2021.03.09	04:30:00	1.26632	1.26734	1.26608	1.26657	1432	0	3
2021.03.09	04:45:00	1.26657	1.26690	1.26566	1.26570	1544	0	3
2021.03.09	05:00:00	1.26568	1.26598	1.26499	1.26505	1403	0	3
2021.03.09	05:15:00	1.26506	1.26549	1.26504	1.26537	1044	0	3
2021.03.09	05:30:00	1.26537	1.26549	1.26502	1.26535	1037	0	3
2021.03.09	05:45:00	1.26534	1.26551	1.26476	1.26484	1084	0	3
2021.03.09	06:00:00	1.26478	1.26523	1.26468	1.26519	886	0	3
2021.03.09	06:15:00	1.26519	1.26568	1.26510	1.26549	1029	0	3
2021.03.09	06:30:00	1.26548	1.26560	1.26520	1.26556	833	0	3
2021.03.09	06:45:00	1.26555	1.26565	1.26511	1.26520	736	0	3
2021.03.09	07:00:00	1.26522	1.26537	1.26504	1.26506	1111	0	3
2021.03.09	07:15:00	1.26505	1.26523	1.26493	1.26503	896	0	3
2021.03.09	07:30:00	1.26504	1.26545	1.26495	1.26517	974	0	3
2021.03.09	07:45:00	1.26517	1.26523	1.26482	1.26523	961	0	3
2021.03.09	08:00:00	1.26523	1.26539	1.26462	1.26477	1182	0	3
2021.03.09	08:15:00	1.26477	1.26518	1.26461	1.26514	824	0	3
2021.03.09	08:30:00	1.26513	1.26533	1.26479	1.26532	890	0	3
2021.03.09	08:45:00	1.26532	1.26587	1.26528	1.26560	1209	0	3
2021.03.09	09:00:00	1.26563	1.26659	1.26554	1.26583	1221	0	3
2021.03.09	09:15:00	1.26582	1.26591	1.26494	1.26503	1461	0	3
2021.03.09	09:30:00	1.26503	1.26549	1.26440	1.26507	1537	0	3
2021.03.09	09:45:00	1.26511	1.26533	1.26372	1.26430	2004	0	3
2021.03.09	10:00:00	1.26429	1.26525	1.26429	1.26486	2342	0	3
2021.03.09	10:15:00	1.26487	1.26539	1.26377	1.26393	2217	0	3
2021.03.09	10:30:00	1.26393	1.26407	1.26254	1.26316	2156	0	3
2021.03.09	10:45:00	1.26316	1.26332	1.26204	1.26251	1634	0	3
2021.03.09	11:00:00	1.26252	1.26276	1.26133	1.26144	1613	0	3
2021.03.09	11:15:00	1.26144	1.26164	1.26106	1.26129	1444	0	3
2021.03.09	11:30:00	1.26129	1.26144	1.26071	1.26114	1164	0	3
2021.03.09	11:45:00	1.26113	1.26139	1.26079	1.26110	1136	0	3
2021.03.09	12:00:00	1.26110	1.26112	1.26050	1.26085	1079	0	3
2021.03.09	12:15:00	1.26085	1.26155	1.26072	1.26135	841	0	3
2021.03.09	12:30:00	1.26136	1.26139	1.26069	1.26091	1051	0	3
2021.03.09	12:45:00	1.26091	1.26114	1.26012	1.26071	1137	0	3
2021.03.09	13:00:00	1.26068	1.26098	1.25994	1.26015	1526	0	3
2021.03.09	13:15:00	1.26018	1.26031	1.25921	1.25926	1279	0	3
2021.03.09	13:30:00	1.25927	1.25971	1.25906	1.25964	1092	0	3
2021.03.09	13:45:00	1.25963	1.26032	1.25914	1.26023	1159	0	3
2021.03.09	14:00:00	1.26023	1.26067	1.25994	1.26045	1133	0	3
2021.03.09	14:15:00	1.26046	1.26062	1.25997	1.26005	1158	0	3
2021.03.09	14:30:00	1.26002	1.26108	1.25991	1.26071	1179	0	3
2021.03.09	14:45:00	1.26071	1.26109	1.26058	1.26101	1065	0	3
2021.03.09	15:00:00	1.26099	1.26099	1.26029	1.26054	1439	0	3
2021.03.09	15:15:00	1.26055	1.26224	1.26044	1.26206	1501	0	3
2021.03.09	15:30:00	1.26206	1.26231	1.26151	1.26203	1583	0	3
2021.03.09	15:45:00	1.26203	1.26220	1.26139	1.26201	1512	0	3
2021.03.09	16:00:00	1.26200	1.26256	1.26128	1.26217	1797	0	3
2021.03.09	16:15:00	1.26217	1.26257	1.26156	1.26166	1495	0	3
2021.03.09	16:30:00	1.26170	1.26223	1.26110	1.26194	3500	0	3
2021.03.09	16:45:00	1.26191	1.26264	1.26136	1.26220	2408	0	3
2021.03.09	17:00:00	1.26219	1.26238	1.26151	1.26210	2632	0	3
2021.03.09	17:15:00	1.26210	1.26314	1.26179	1.26299	1661	0	3
2021.03.09	17:30:00	1.26300	1.26353	1.26274	1.26351	1951	0	3
2021.03.09	17:45:00	1.26351	1.26497	1.26331	1.26439	2049	0	3
2021.03.09	18:00:00	1.26433	1.26512	1.26425	1.26485	1615	0	3
2021.03.09	18:15:00	1.26485	1.26593	1.26464	1.26593	1274	0	3
2021.03.09	18:30:00	1.26594	1.26623	1.26534	1.26563	1600	0	3
2021.03.09	18:45:00	1.26568	1.26596	1.26509	1.26537	1438	0	3
2021.03.09	19:00:00	1.26537	1.26553	1.26497	1.26514	1123	0	3
2021.03.09	19:15:00	1.26513	1.26554	1.26454	1.26494	1199	0	3
2021.03.09	19:30:00	1.26493	1.26497	1.26450	1.26461	844	0	3
2021.03.09	19:45:00	1.26461	1.26513	1.26458	1.26477	915	0	3
2021.03.09	20:00:00	1.26476	1.26500	1.26400	1.26454	1800	0	3
2021.03.09	20:15:00	1.26455	1.26508	1.26451	1.26456	1432	0	3
2021.03.09	20:30:00	1.26456	1.26466	1.26387	1.26413	1098	0	3
2021.03.09	20:45:00	1.26414	1.26452	1.26397	1.26432	1017	0	3
2021.03.09	21:00:00	1.26432	1.26443	1.26385	1.26386	1020	0	3
2021.03.09	21:15:00	1.26391	1.26435	1.26390	1.26413	1015	0	3
2021.03.09	21:30:00	1.26413	1.26413	1.26341	1.26350	822	0	3
2021.03.09	21:45:00	1.26344	1.26368	1.26319	1.26330	725	0	3
2021.03.09	22:00:00	1.26329	1.26352	1.26273	1.26310	749	0	3
2021.03.09	22:15:00	1.26310	1.26362	1.26307	1.26359	721	0	3
2021.03.09	22:30:00	1.26359	1.26404	1.26329	1.26356	685	0	3
2021.03.09	22:45:00	1.26354	1.26434	1.26350	1.26405	977	0	3
2021.03.09	23:00:00	1.26403	1.26453	1.26391	1.26440	619	0	3
2021.03.09	23:15:00	1.26440	1.26443	1.26412	1.26432	216	0	3
2021.03.09	23:30:00	1.26432	1.26446	1.26398	1.26435	443	0	3
2021.03.09	23:45:00	1.26436	1.26441	1.26343	1.26348	451	0	3
2021.03.10	00:00:00	1.26351	1.26384	1.26286	1.26344	80	0	28
2021.03.10	00:15:00	1.26348	1.26377	1.26347	1.26371	99	0	27
2021.03.10	00:30:00	1.26371	1.26400	1.26320	1.26326	199	0	22
2021.03.10	00:45:00	1.26326	1.26353	1.26276	1.26326	252	0	20
2021.03.10	01:00:00	1.26327	1.26396	1.26323	1.26391	303	0	3
2021.03.10	01:15:00	1.26391	1.26398	1.26354	1.26395	448	0	3
2021.03.10	01:30:00	1.26395	1.26407	1.26381	1.26390	409	0	3
2021.03.10	01:45:00	1.26391	1.26463	1.26376	1.26462	541	0	3
2021.03.10	02:00:00	1.26461	1.26493	1.26449	1.26485	827	0	3
2021.03.10	02:15:00	1.26485	1.26521	1.26476	1.26503	597	0	3
2021.03.10	02:30:00	1.26503	1.26516	1.26472	1.26505	694	0	3
2021.03.10	02:45:00	1.26505	1.26526	1.26466	1.26486	857	0	3
2021.03.10	03:00:00	1.26487	1.26498	1.26416	1.26442	890	0	3
2021.03.10	03:15:00	1.26444	1.26488	1.26433	1.26457	843	0	3
2021.03.10	03:30:00	1.26459	1.26590	1.26455	1.26550	1645	0	3
2021.03.10	03:45:00	1.26548	1.26580	1.26521	1.26579	1238	0	3
2021.03.10	04:00:00	1.26580	1.26653	1.26562	1.26652	1133	0	3
2021.03.10	04:15:00	1.26652	1.26657	1.26621	1.26651	581	0	3
2021.03.10	04:30:00	1.26651	1.26682	1.26617	1.26646	1051	0	3
2021.03.10	04:45:00	1.26648	1.26661	1.26628	1.26646	823	0	3
2021.03.10	05:00:00	1.26645	1.26666	1.26609	1.26613	845	0	3
2021.03.10	05:15:00	1.26611	1.26676	1.26605	1.26672	924	0	3
2021.03.10	05:30:00	1.26673	1.26675	1.26640	1.26662	827	0	3
2021.03.10	05:45:00	1.26663	1.26679	1.26653	1.26668	526	0	3
2021.03.10	06:00:00	1.26668	1.26681	1.26660	1.26666	519	0	3
2021.03.10	06:15:00	1.26665	1.26676	1.26653	1.26671	399	0	3
