<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.03.14	12:00:00	1.29501	1.29649	1.29237	1.29460	31907	0	1
2018.03.14	16:00:00	1.29459	1.29758	1.29208	1.29288	41671	0	1
2018.03.14	20:00:00	1.29288	1.29577	1.29285	1.29558	15405	0	1
2018.03.15	00:00:00	1.29558	1.29646	1.29487	1.29586	8736	0	1
2018.03.15	04:00:00	1.29582	1.29582	1.29467	1.29515	7348	0	1
2018.03.15	08:00:00	1.29516	1.29618	1.29455	1.29532	20705	0	1
2018.03.15	12:00:00	1.29533	1.30322	1.29522	1.30276	34754	0	1
2018.03.15	16:00:00	1.30277	1.30646	1.30152	1.30428	42685	0	1
2018.03.15	20:00:00	1.30429	1.30672	1.30426	1.30482	16777	0	1
2018.03.16	00:00:00	1.30481	1.30718	1.30451	1.30649	18629	0	1
2018.03.16	04:00:00	1.30648	1.30657	1.30543	1.30570	8074	0	1
2018.03.16	08:00:00	1.30570	1.30706	1.30476	1.30696	16483	0	1
2018.03.16	12:00:00	1.30697	1.30953	1.30648	1.30792	33819	0	1
2018.03.16	16:00:00	1.30793	1.30985	1.30730	1.30915	34451	0	1
2018.03.16	20:00:00	1.30915	1.30983	1.30882	1.30958	10797	0	1
2018.03.19	00:00:00	1.30927	1.31088	1.30908	1.31076	9863	0	1
2018.03.19	04:00:00	1.31077	1.31218	1.31003	1.31185	9696	0	2
2018.03.19	08:00:00	1.31185	1.31245	1.30945	1.30991	18472	0	1
2018.03.19	12:00:00	1.30989	1.30995	1.30468	1.30878	33952	0	1
2018.03.19	16:00:00	1.30880	1.31026	1.30611	1.30639	35326	0	1
2018.03.19	20:00:00	1.30639	1.30841	1.30528	1.30811	16701	0	1
2018.03.20	00:00:00	1.30811	1.30864	1.30620	1.30699	8513	0	1
2018.03.20	04:00:00	1.30699	1.30862	1.30646	1.30796	9785	0	1
2018.03.20	08:00:00	1.30796	1.30798	1.30583	1.30735	24880	0	1
2018.03.20	12:00:00	1.30735	1.30875	1.30527	1.30811	28272	0	1
2018.03.20	16:00:00	1.30811	1.31031	1.30643	1.30747	33283	0	1
2018.03.20	20:00:00	1.30747	1.30863	1.30677	1.30733	12979	0	1
2018.03.21	00:00:00	1.30733	1.30766	1.30211	1.30211	9256	0	1
2018.03.21	04:00:00	1.30212	1.30300	1.30103	1.30250	8120	0	1
2018.03.21	08:00:00	1.30249	1.30543	1.30133	1.30511	19953	0	1
2018.03.21	12:00:00	1.30512	1.30520	1.29621	1.29712	38525	0	1
2018.03.21	16:00:00	1.29712	1.29926	1.29448	1.29448	32797	0	1
2018.03.21	20:00:00	1.29448	1.29705	1.28899	1.29033	57733	0	1
2018.03.22	00:00:00	1.29033	1.29043	1.28801	1.28907	10670	0	1
2018.03.22	04:00:00	1.28907	1.29019	1.28896	1.28974	9391	0	1
2018.03.22	08:00:00	1.28973	1.29003	1.28295	1.28812	28436	0	1
2018.03.22	12:00:00	1.28812	1.29176	1.28545	1.29169	33594	0	1
2018.03.22	16:00:00	1.29170	1.29367	1.28769	1.29027	44170	0	1
2018.03.22	20:00:00	1.29027	1.29485	1.28965	1.29302	20658	0	1
2018.03.23	00:00:00	1.29310	1.29377	1.29050	1.29092	14391	0	1
2018.03.23	04:00:00	1.29093	1.29209	1.29069	1.29157	10419	0	3
2018.03.23	08:00:00	1.29152	1.29294	1.28950	1.29261	25433	0	1
2018.03.23	12:00:00	1.29261	1.29352	1.28265	1.28475	41636	0	1
2018.03.23	16:00:00	1.28474	1.28764	1.28237	1.28352	42766	0	1
2018.03.23	20:00:00	1.28352	1.28956	1.28352	1.28946	24063	0	1
2018.03.26	00:00:00	1.28828	1.28891	1.28634	1.28660	7583	0	2
2018.03.26	04:00:00	1.28660	1.28685	1.28599	1.28682	8041	0	2
2018.03.26	08:00:00	1.28683	1.28746	1.28416	1.28577	17115	0	1
2018.03.26	12:00:00	1.28578	1.29094	1.28405	1.29036	23475	0	1
2018.03.26	16:00:00	1.29037	1.29220	1.28636	1.28829	39878	0	1
2018.03.26	20:00:00	1.28829	1.28896	1.28392	1.28427	20277	0	1
2018.03.27	00:00:00	1.28446	1.28549	1.28340	1.28442	6266	0	1
2018.03.27	04:00:00	1.28442	1.28456	1.28286	1.28321	9740	0	1
2018.03.27	08:00:00	1.28321	1.28645	1.28146	1.28574	18275	0	1
2018.03.27	12:00:00	1.28575	1.29026	1.28549	1.28616	24139	0	1
2018.03.27	16:00:00	1.28615	1.28833	1.28390	1.28645	33925	0	1
2018.03.27	20:00:00	1.28646	1.28962	1.28591	1.28843	24989	0	1
2018.03.28	00:00:00	1.28837	1.28881	1.28728	1.28741	7191	0	3
2018.03.28	04:00:00	1.28741	1.28795	1.28693	1.28792	8653	0	2
2018.03.28	08:00:00	1.28791	1.29071	1.28760	1.29063	20885	0	1
2018.03.28	12:00:00	1.29062	1.29114	1.28630	1.29053	24864	0	1
2018.03.28	16:00:00	1.29052	1.29335	1.28655	1.28909	53191	0	1
2018.03.28	20:00:00	1.28908	1.29291	1.28905	1.29211	25898	0	1
2018.03.29	00:00:00	1.29200	1.29269	1.29112	1.29205	6035	0	1
2018.03.29	04:00:00	1.29208	1.29306	1.29122	1.29163	8250	0	2
2018.03.29	08:00:00	1.29163	1.29256	1.29069	1.29157	16530	0	1
2018.03.29	12:00:00	1.29157	1.29389	1.28888	1.29112	23082	0	1
2018.03.29	16:00:00	1.29112	1.29216	1.28606	1.29011	39932	0	1
2018.03.29	20:00:00	1.29009	1.29014	1.28701	1.28819	18689	0	1
2018.03.30	00:00:00	1.28829	1.28941	1.28806	1.28893	5256	0	4
2018.03.30	04:00:00	1.28891	1.28931	1.28847	1.28858	5221	0	4
2018.03.30	08:00:00	1.28858	1.28926	1.28600	1.28672	10962	0	2
2018.03.30	12:00:00	1.28671	1.28907	1.28652	1.28864	27946	0	1
2018.03.30	16:00:00	1.28864	1.28998	1.28847	1.28876	6066	0	2
2018.03.30	20:00:00	1.28877	1.28977	1.28847	1.28948	4190	0	10
2018.04.02	00:00:00	1.28870	1.28964	1.28728	1.28872	4910	0	6
2018.04.02	04:00:00	1.28871	1.28937	1.28784	1.28927	7890	0	2
2018.04.02	08:00:00	1.28928	1.28966	1.28744	1.28796	7916	0	1
2018.04.02	12:00:00	1.28796	1.28834	1.28624	1.28764	9377	0	1
2018.04.02	16:00:00	1.28764	1.29307	1.28698	1.29144	30416	0	1
2018.04.02	20:00:00	1.29143	1.29434	1.29049	1.29119	23514	0	1
2018.04.03	00:00:00	1.29103	1.29234	1.29014	1.29059	7931	0	1
2018.04.03	04:00:00	1.29056	1.29076	1.28857	1.28865	8513	0	1
2018.04.03	08:00:00	1.28865	1.28929	1.28664	1.28695	17996	0	1
2018.04.03	12:00:00	1.28697	1.28862	1.28281	1.28308	22083	0	1
2018.04.03	16:00:00	1.28308	1.28544	1.27810	1.27919	34954	0	1
2018.04.03	20:00:00	1.27919	1.28191	1.27824	1.28060	12822	0	1
2018.04.04	00:00:00	1.28048	1.28088	1.27922	1.27927	3479	0	1
2018.04.04	04:00:00	1.27928	1.27953	1.27748	1.27814	5168	0	1
2018.04.04	08:00:00	1.27814	1.28301	1.27792	1.28169	17106	0	1
2018.04.04	12:00:00	1.28169	1.28425	1.28167	1.28351	16808	0	1
2018.04.04	16:00:00	1.28351	1.28474	1.27890	1.27941	26863	0	1
2018.04.04	20:00:00	1.27941	1.28111	1.27573	1.27678	13454	0	1
2018.04.05	00:00:00	1.27680	1.27748	1.27453	1.27577	7540	0	1
2018.04.05	04:00:00	1.27574	1.27716	1.27565	1.27703	4062	0	1
2018.04.05	08:00:00	1.27703	1.27796	1.27575	1.27770	9468	0	1
2018.04.05	12:00:00	1.27770	1.28009	1.27639	1.27980	13227	0	1
2018.04.05	16:00:00	1.27980	1.28063	1.27655	1.27747	20868	0	1
2018.04.05	20:00:00	1.27747	1.27757	1.27445	1.27471	10029	0	1
2018.04.06	00:00:00	1.27481	1.27821	1.27461	1.27657	6931	0	2
2018.04.06	04:00:00	1.27657	1.27669	1.27521	1.27644	6561	0	2
2018.04.06	08:00:00	1.27644	1.27904	1.27640	1.27796	9579	0	1
2018.04.06	12:00:00	1.27796	1.27954	1.27333	1.27416	15598	0	1
2018.04.06	16:00:00	1.27417	1.27846	1.27330	1.27528	27742	0	1
2018.04.06	20:00:00	1.27528	1.27862	1.27524	1.27807	15006	0	1
2018.04.09	00:00:00	1.27605	1.27854	1.27555	1.27665	5265	0	1
2018.04.09	04:00:00	1.27664	1.27779	1.27660	1.27712	4514	0	2
2018.04.09	08:00:00	1.27712	1.27978	1.27645	1.27976	11969	0	1
2018.04.09	12:00:00	1.27976	1.28187	1.27778	1.27917	12399	0	1
2018.04.09	16:00:00	1.27917	1.27934	1.26874	1.27061	20530	0	1
2018.04.09	20:00:00	1.27060	1.27165	1.26959	1.26961	9118	0	1
2018.04.10	00:00:00	1.26966	1.27081	1.26957	1.27043	3636	0	3
2018.04.10	04:00:00	1.27043	1.27054	1.26743	1.26848	6829	0	1
2018.04.10	08:00:00	1.26848	1.26998	1.26760	1.26875	11327	0	1
2018.04.10	12:00:00	1.26875	1.26948	1.26504	1.26604	13434	0	1
2018.04.10	16:00:00	1.26605	1.26701	1.25988	1.26140	18364	0	1
2018.04.10	20:00:00	1.26140	1.26159	1.25881	1.26012	9632	0	1
2018.04.11	00:00:00	1.25986	1.26051	1.25904	1.25963	3653	0	2
2018.04.11	04:00:00	1.25963	1.26059	1.25936	1.26019	4476	0	2
2018.04.11	08:00:00	1.26019	1.26189	1.25972	1.26102	8415	0	1
2018.04.11	12:00:00	1.26102	1.26233	1.25991	1.26181	11949	0	1
2018.04.11	16:00:00	1.26181	1.26220	1.25442	1.25730	18980	0	1
2018.04.11	20:00:00	1.25731	1.26008	1.25624	1.25799	10450	0	1
2018.04.12	00:00:00	1.25660	1.25812	1.25615	1.25660	3267	0	2
2018.04.12	04:00:00	1.25660	1.25923	1.25637	1.25916	5741	0	1
2018.04.12	08:00:00	1.25916	1.26116	1.25819	1.26115	10678	0	1
2018.04.12	12:00:00	1.26115	1.26153	1.25739	1.26056	16958	0	1
2018.04.12	16:00:00	1.26056	1.26222	1.25796	1.25871	23972	0	1
2018.04.12	20:00:00	1.25871	1.25987	1.25815	1.25861	8657	0	1
2018.04.13	00:00:00	1.25881	1.25906	1.25816	1.25891	2907	0	2
2018.04.13	04:00:00	1.25891	1.25938	1.25846	1.25854	3716	0	2
2018.04.13	08:00:00	1.25854	1.25879	1.25596	1.25663	10513	0	1
2018.04.13	12:00:00	1.25663	1.25737	1.25520	1.25706	9634	0	1
2018.04.13	16:00:00	1.25706	1.26155	1.25666	1.26028	14067	0	1
2018.04.13	20:00:00	1.26028	1.26171	1.25989	1.26139	7833	0	1
2018.04.16	00:00:00	1.25938	1.26085	1.25914	1.26022	4880	0	2
2018.04.16	04:00:00	1.26024	1.26137	1.25990	1.26130	3232	0	2
2018.04.16	08:00:00	1.26130	1.26231	1.25997	1.26171	8111	0	1
2018.04.16	12:00:00	1.26171	1.26182	1.25874	1.25896	9978	0	1
2018.04.16	16:00:00	1.25895	1.25931	1.25708	1.25747	13759	0	1
2018.04.16	20:00:00	1.25747	1.25787	1.25629	1.25643	5564	0	1
2018.04.17	00:00:00	1.25643	1.25712	1.25590	1.25644	2339	0	1
2018.04.17	04:00:00	1.25644	1.25757	1.25595	1.25735	3750	0	2
2018.04.17	08:00:00	1.25735	1.25749	1.25537	1.25689	8416	0	1
2018.04.17	12:00:00	1.25689	1.25793	1.25490	1.25775	11110	0	1
2018.04.17	16:00:00	1.25775	1.25788	1.25287	1.25326	16001	0	1
2018.04.17	20:00:00	1.25326	1.25567	1.25271	1.25494	7154	0	1
2018.04.18	00:00:00	1.25463	1.25707	1.25460	1.25667	2418	0	2
2018.04.18	04:00:00	1.25667	1.25735	1.25655	1.25703	3223	0	1
2018.04.18	08:00:00	1.25703	1.25955	1.25652	1.25892	9348	0	1
2018.04.18	12:00:00	1.25892	1.25974	1.25599	1.25641	10011	0	1
2018.04.18	16:00:00	1.25641	1.26592	1.25485	1.26451	31756	0	1
2018.04.18	20:00:00	1.26453	1.26584	1.26192	1.26251	9444	0	1
2018.04.19	00:00:00	1.26280	1.26343	1.26231	1.26343	2641	0	1
2018.04.19	04:00:00	1.26343	1.26451	1.26169	1.26209	5044	0	2
2018.04.19	08:00:00	1.26209	1.26289	1.26058	1.26213	10877	0	1
2018.04.19	12:00:00	1.26213	1.26262	1.25853	1.25948	16001	0	1
2018.04.19	16:00:00	1.25948	1.26470	1.25927	1.26447	21397	0	1
2018.04.19	20:00:00	1.26447	1.26759	1.26440	1.26713	13756	0	1
2018.04.20	00:00:00	1.26707	1.26726	1.26568	1.26646	4308	0	1
2018.04.20	04:00:00	1.26646	1.26727	1.26552	1.26679	4315	0	1
2018.04.20	08:00:00	1.26679	1.26792	1.26595	1.26701	9358	0	1
2018.04.20	12:00:00	1.26701	1.27174	1.26294	1.27166	15652	0	1
2018.04.20	16:00:00	1.27166	1.27486	1.27062	1.27383	23714	0	1
2018.04.20	20:00:00	1.27383	1.27651	1.27284	1.27633	9428	0	2
2018.04.23	00:00:00	1.27421	1.27703	1.27421	1.27603	4517	0	2
2018.04.23	04:00:00	1.27604	1.27635	1.27517	1.27538	3707	0	1
2018.04.23	08:00:00	1.27538	1.27880	1.27505	1.27877	9169	0	1
2018.04.23	12:00:00	1.27877	1.28104	1.27739	1.28075	12431	0	1
2018.04.23	16:00:00	1.28075	1.28495	1.28048	1.28394	17479	0	1
2018.04.23	20:00:00	1.28394	1.28575	1.28320	1.28483	8680	0	1
2018.04.24	00:00:00	1.28441	1.28497	1.28397	1.28470	2820	0	4
2018.04.24	04:00:00	1.28470	1.28609	1.28325	1.28401	5799	0	1
2018.04.24	08:00:00	1.28401	1.28501	1.28267	1.28275	9202	0	1
2018.04.24	12:00:00	1.28275	1.28488	1.28135	1.28440	11543	0	1
2018.04.24	16:00:00	1.28440	1.28527	1.28123	1.28277	21442	0	1
2018.04.24	20:00:00	1.28277	1.28338	1.28166	1.28326	9182	0	1
2018.04.25	00:00:00	1.28319	1.28326	1.28205	1.28230	2743	0	2
2018.04.25	04:00:00	1.28230	1.28472	1.28217	1.28452	3613	0	1
2018.04.25	08:00:00	1.28452	1.28673	1.28423	1.28576	10235	0	1
2018.04.25	12:00:00	1.28576	1.28972	1.28509	1.28856	14623	0	1
2018.04.25	16:00:00	1.28855	1.28929	1.28626	1.28691	21959	0	1
2018.04.25	20:00:00	1.28691	1.28720	1.28317	1.28405	10288	0	1
2018.04.26	00:00:00	1.28382	1.28642	1.28248	1.28353	5169	0	1
2018.04.26	04:00:00	1.28353	1.28424	1.28302	1.28374	4804	0	1
2018.04.26	08:00:00	1.28374	1.28572	1.28286	1.28531	10952	0	1
2018.04.26	12:00:00	1.28531	1.28566	1.28211	1.28299	22041	0	1
2018.04.26	16:00:00	1.28299	1.28826	1.28281	1.28630	29632	0	1
2018.04.26	20:00:00	1.28630	1.28852	1.28597	1.28680	9168	0	1
2018.04.27	00:00:00	1.28700	1.28813	1.28645	1.28755	4181	0	1
2018.04.27	04:00:00	1.28755	1.28827	1.28659	1.28699	4176	0	1
2018.04.27	08:00:00	1.28699	1.29004	1.28692	1.28924	8631	0	1
2018.04.27	12:00:00	1.28924	1.28924	1.28612	1.28677	12742	0	1
2018.04.27	16:00:00	1.28676	1.28764	1.28485	1.28546	18185	0	1
2018.04.27	20:00:00	1.28546	1.28609	1.28259	1.28273	7581	0	1
2018.04.30	00:00:00	1.28330	1.28453	1.28324	1.28352	6282	0	1
2018.04.30	04:00:00	1.28353	1.28508	1.28343	1.28435	4667	0	1
2018.04.30	08:00:00	1.28435	1.28604	1.28375	1.28575	9032	0	1
2018.04.30	12:00:00	1.28575	1.28744	1.28463	1.28553	11313	0	1
2018.04.30	16:00:00	1.28553	1.28623	1.28051	1.28247	21538	0	1
2018.04.30	20:00:00	1.28247	1.28454	1.28153	1.28420	10831	0	1
2018.05.01	00:00:00	1.28420	1.28433	1.28284	1.28305	5071	0	1
2018.05.01	04:00:00	1.28305	1.28372	1.28203	1.28220	3860	0	1
2018.05.01	08:00:00	1.28220	1.28620	1.28212	1.28616	6678	0	1
2018.05.01	12:00:00	1.28616	1.28789	1.28320	1.28428	11961	0	1
2018.05.01	16:00:00	1.28428	1.29135	1.28354	1.28543	26772	0	1
2018.05.01	20:00:00	1.28543	1.28859	1.28329	1.28454	16700	0	1
2018.05.02	00:00:00	1.28453	1.28574	1.28395	1.28545	6516	0	1
2018.05.02	04:00:00	1.28545	1.28545	1.28238	1.28295	4793	0	1
2018.05.02	08:00:00	1.28295	1.28408	1.28028	1.28212	14012	0	1
2018.05.02	12:00:00	1.28212	1.28468	1.28180	1.28344	14742	0	1
2018.05.02	16:00:00	1.28344	1.28832	1.28328	1.28562	28674	0	1
2018.05.02	20:00:00	1.28562	1.28876	1.28100	1.28828	28866	0	1
2018.05.03	00:00:00	1.28824	1.28858	1.28680	1.28680	4661	0	1
2018.05.03	04:00:00	1.28680	1.28718	1.28442	1.28458	6724	0	1
2018.05.03	08:00:00	1.28458	1.28641	1.28348	1.28435	14227	0	1
2018.05.03	12:00:00	1.28435	1.28747	1.28161	1.28709	22946	0	1
2018.05.03	16:00:00	1.28710	1.29085	1.28437	1.28493	31497	0	1
2018.05.03	20:00:00	1.28493	1.28648	1.28411	1.28464	14669	0	1
2018.05.04	00:00:00	1.28464	1.28535	1.28433	1.28474	5584	0	1
2018.05.04	04:00:00	1.28474	1.28488	1.28361	1.28446	4276	0	1
2018.05.04	08:00:00	1.28446	1.28752	1.28426	1.28751	8229	0	1
2018.05.04	12:00:00	1.28751	1.28818	1.28424	1.28653	17095	0	1
2018.05.04	16:00:00	1.28653	1.29174	1.28394	1.28447	31101	0	1
2018.05.04	20:00:00	1.28447	1.28640	1.28396	1.28437	7886	0	1
2018.05.07	00:00:00	1.28441	1.28598	1.28400	1.28534	5110	0	1
2018.05.07	04:00:00	1.28533	1.28577	1.28395	1.28540	5202	0	1
2018.05.07	08:00:00	1.28540	1.28726	1.28535	1.28669	7685	0	1
2018.05.07	12:00:00	1.28669	1.28909	1.28661	1.28711	8919	0	1
2018.05.07	16:00:00	1.28711	1.28769	1.28409	1.28481	16770	0	1
2018.05.07	20:00:00	1.28483	1.28992	1.28429	1.28804	8994	0	1
2018.05.08	00:00:00	1.28804	1.28898	1.28761	1.28779	4628	0	1
2018.05.08	04:00:00	1.28779	1.29140	1.28761	1.29100	5476	0	1
2018.05.08	08:00:00	1.29100	1.29847	1.28927	1.29718	16260	0	1
2018.05.08	12:00:00	1.29718	1.29831	1.29546	1.29640	15340	0	1
2018.05.08	16:00:00	1.29643	1.29972	1.29407	1.29582	32269	0	1
2018.05.08	20:00:00	1.29582	1.29735	1.29450	1.29455	15720	0	1
2018.05.09	00:00:00	1.29455	1.29650	1.29449	1.29646	5487	0	1
2018.05.09	04:00:00	1.29646	1.29680	1.29479	1.29506	5733	0	1
2018.05.09	08:00:00	1.29507	1.29745	1.29378	1.29382	11262	0	1
2018.05.09	12:00:00	1.29382	1.29420	1.28700	1.28763	18646	0	1
2018.05.09	16:00:00	1.28763	1.29000	1.28325	1.28493	22982	0	1
2018.05.09	20:00:00	1.28493	1.28582	1.28251	1.28529	8125	0	1
2018.05.10	00:00:00	1.28529	1.28611	1.28391	1.28469	5886	0	1
2018.05.10	04:00:00	1.28469	1.28497	1.28218	1.28226	6218	0	1
2018.05.10	08:00:00	1.28227	1.28417	1.27742	1.27847	16364	0	1
2018.05.10	12:00:00	1.27847	1.27981	1.27424	1.27680	25464	0	1
2018.05.10	16:00:00	1.27680	1.28143	1.27578	1.27759	33155	0	1
2018.05.10	20:00:00	1.27759	1.27797	1.27552	1.27664	10030	0	1
2018.05.11	00:00:00	1.27677	1.27730	1.27600	1.27612	3918	0	1
2018.05.11	04:00:00	1.27612	1.27709	1.27595	1.27657	4116	0	1
2018.05.11	08:00:00	1.27657	1.27693	1.27517	1.27547	11132	0	1
2018.05.11	12:00:00	1.27548	1.27778	1.27291	1.27622	15128	0	1
2018.05.11	16:00:00	1.27622	1.27991	1.27603	1.27774	22806	0	1
2018.05.11	20:00:00	1.27775	1.27993	1.27755	1.27937	7428	0	1
2018.05.14	00:00:00	1.27714	1.27933	1.27636	1.27735	3470	0	1
2018.05.14	04:00:00	1.27735	1.27889	1.27701	1.27848	3803	0	1
2018.05.14	08:00:00	1.27848	1.27912	1.27642	1.27746	10500	0	1
2018.05.14	12:00:00	1.27746	1.27778	1.27523	1.27716	10762	0	1
2018.05.14	16:00:00	1.27716	1.27856	1.27502	1.27696	15046	0	1
2018.05.14	20:00:00	1.27696	1.28131	1.27669	1.28111	7804	0	1
2018.05.15	00:00:00	1.27994	1.28055	1.27933	1.27955	3997	0	1
2018.05.15	04:00:00	1.27955	1.28188	1.27923	1.28177	3834	0	1
2018.05.15	08:00:00	1.28177	1.28269	1.27920	1.28254	10041	0	1
2018.05.15	12:00:00	1.28254	1.28872	1.28053	1.28850	21484	0	1
2018.05.15	16:00:00	1.28850	1.29243	1.28530	1.28602	26967	0	1
2018.05.15	20:00:00	1.28602	1.28768	1.28513	1.28759	14382	0	1
2018.05.16	00:00:00	1.28689	1.28766	1.28617	1.28645	6506	0	1
2018.05.16	04:00:00	1.28645	1.28753	1.28522	1.28595	6275	0	1
2018.05.16	08:00:00	1.28595	1.28667	1.28389	1.28576	14246	0	1
2018.05.16	12:00:00	1.28576	1.28702	1.28468	1.28537	18932	0	1
2018.05.16	16:00:00	1.28537	1.28552	1.27777	1.27975	27467	0	1
2018.05.16	20:00:00	1.27975	1.27985	1.27785	1.27888	10777	0	1
2018.05.17	00:00:00	1.27908	1.27930	1.27728	1.27830	5638	0	1
2018.05.17	04:00:00	1.27830	1.27883	1.27494	1.27673	6792	0	1
2018.05.17	08:00:00	1.27673	1.27828	1.27553	1.27629	16543	0	1
2018.05.17	12:00:00	1.27629	1.27984	1.27528	1.27851	18223	0	1
2018.05.17	16:00:00	1.27851	1.28222	1.27762	1.27965	23743	0	1
2018.05.17	20:00:00	1.27965	1.28158	1.27918	1.28037	9938	0	1
2018.05.18	00:00:00	1.28009	1.28463	1.28004	1.28279	5911	0	1
2018.05.18	04:00:00	1.28279	1.28355	1.28209	1.28237	4780	0	1
2018.05.18	08:00:00	1.28237	1.28252	1.28031	1.28136	10496	0	1
2018.05.18	12:00:00	1.28136	1.28901	1.27910	1.28891	21004	0	1
2018.05.18	16:00:00	1.28890	1.29108	1.28662	1.28855	25825	0	1
2018.05.18	20:00:00	1.28855	1.28886	1.28713	1.28838	6262	0	1
2018.05.21	00:00:00	1.28735	1.28905	1.28700	1.28850	4981	0	1
2018.05.21	04:00:00	1.28851	1.28854	1.28650	1.28707	5267	0	1
2018.05.21	08:00:00	1.28707	1.28852	1.28536	1.28613	10675	0	1
2018.05.21	12:00:00	1.28613	1.28813	1.28539	1.28613	12793	0	1
2018.05.21	16:00:00	1.28613	1.28668	1.28045	1.28222	17281	0	1
2018.05.21	20:00:00	1.28222	1.28228	1.27817	1.27838	6838	0	1
2018.05.22	00:00:00	1.27837	1.27885	1.27644	1.27689	2754	0	1
2018.05.22	04:00:00	1.27689	1.27838	1.27688	1.27816	4993	0	1
2018.05.22	08:00:00	1.27819	1.27841	1.27491	1.27597	14618	0	1
2018.05.22	12:00:00	1.27597	1.27794	1.27496	1.27718	14985	0	1
2018.05.22	16:00:00	1.27719	1.28008	1.27423	1.27998	21366	0	1
2018.05.22	20:00:00	1.27999	1.28223	1.27999	1.28178	7861	0	1
2018.05.23	00:00:00	1.28177	1.28255	1.28136	1.28166	4645	0	1
2018.05.23	04:00:00	1.28166	1.28580	1.28119	1.28494	8035	0	1
2018.05.23	08:00:00	1.28494	1.28909	1.28494	1.28754	19142	0	1
2018.05.23	12:00:00	1.28754	1.29152	1.28694	1.28966	19523	0	1
2018.05.23	16:00:00	1.28965	1.29075	1.28539	1.28860	30033	0	1
2018.05.23	20:00:00	1.28860	1.28968	1.28254	1.28267	17671	0	1
2018.05.24	00:00:00	1.28364	1.28539	1.28247	1.28436	6943	0	1
2018.05.24	04:00:00	1.28436	1.28635	1.28363	1.28416	8636	0	1
2018.05.24	08:00:00	1.28416	1.28617	1.28401	1.28499	18772	0	1
2018.05.24	12:00:00	1.28499	1.28972	1.28462	1.28806	17828	0	1
2018.05.24	16:00:00	1.28807	1.29204	1.28758	1.28894	28415	0	1
2018.05.24	20:00:00	1.28894	1.28951	1.28699	1.28809	8937	0	1
2018.05.25	00:00:00	1.28812	1.28939	1.28755	1.28912	4646	0	1
2018.05.25	04:00:00	1.28912	1.29081	1.28887	1.29006	6435	0	2
2018.05.25	08:00:00	1.29006	1.29219	1.28901	1.28916	12951	0	1
2018.05.25	12:00:00	1.28916	1.29744	1.28894	1.29718	18886	0	1
2018.05.25	16:00:00	1.29718	1.29869	1.29581	1.29780	22097	0	1
2018.05.25	20:00:00	1.29780	1.29884	1.29695	1.29733	8754	0	1
2018.05.28	00:00:00	1.29633	1.29875	1.29583	1.29874	4572	0	1
2018.05.28	04:00:00	1.29874	1.29927	1.29774	1.29774	8280	0	1
2018.05.28	08:00:00	1.29774	1.29936	1.29722	1.29889	10425	0	1
2018.05.28	12:00:00	1.29889	1.29953	1.29736	1.29879	13925	0	1
2018.05.28	16:00:00	1.29879	1.30217	1.29799	1.30066	10723	0	1
2018.05.28	20:00:00	1.30066	1.30095	1.29885	1.29922	5223	0	1
2018.05.29	00:00:00	1.29917	1.30002	1.29679	1.29773	6322	0	1
2018.05.29	04:00:00	1.29773	1.30011	1.29763	1.29832	6812	0	1
2018.05.29	08:00:00	1.29832	1.30191	1.29779	1.30139	16245	0	1
2018.05.29	12:00:00	1.30139	1.30467	1.29942	1.30089	24531	0	1
2018.05.29	16:00:00	1.30088	1.30320	1.30039	1.30256	25666	0	1
2018.05.29	20:00:00	1.30257	1.30347	1.30073	1.30140	14629	0	1
2018.05.30	00:00:00	1.30152	1.30330	1.30119	1.30295	5339	0	1
2018.05.30	04:00:00	1.30295	1.30355	1.30124	1.30262	7210	0	2
2018.05.30	08:00:00	1.30262	1.30402	1.30048	1.30049	17693	0	1
2018.05.30	12:00:00	1.30049	1.30050	1.29518	1.29782	21539	0	1
2018.05.30	16:00:00	1.29782	1.30115	1.28357	1.28618	39234	0	1
2018.05.30	20:00:00	1.28618	1.28933	1.28496	1.28728	9941	0	1
2018.05.31	00:00:00	1.28727	1.28944	1.28725	1.28791	5254	0	1
2018.05.31	04:00:00	1.28789	1.28944	1.28650	1.28677	6170	0	1
2018.05.31	08:00:00	1.28677	1.28760	1.28359	1.28400	15939	0	1
2018.05.31	12:00:00	1.28400	1.28991	1.28181	1.28987	21542	0	1
2018.05.31	16:00:00	1.28987	1.29905	1.28931	1.29562	43426	0	1
2018.05.31	20:00:00	1.29561	1.29882	1.29426	1.29558	16513	0	1
2018.06.01	00:00:00	1.29560	1.29584	1.29379	1.29384	3854	0	1
2018.06.01	04:00:00	1.29384	1.29618	1.29358	1.29575	6573	0	2
2018.06.01	08:00:00	1.29575	1.29667	1.29312	1.29546	12700	0	1
2018.06.01	12:00:00	1.29546	1.30072	1.29367	1.29749	23664	0	1
2018.06.01	16:00:00	1.29747	1.29853	1.29412	1.29586	31437	0	1
2018.06.01	20:00:00	1.29586	1.29784	1.29500	1.29510	11402	0	1
2018.06.04	00:00:00	1.29400	1.29640	1.29400	1.29464	4956	0	4
2018.06.04	04:00:00	1.29464	1.29520	1.29297	1.29386	8303	0	1
2018.06.04	08:00:00	1.29386	1.29421	1.29101	1.29209	14862	0	1
