time,open,high,low,close,vol,entry
2020-03-02 00:00:00,1.34345,1.34347,1.34291,1.34311,0,0
2020-03-02 00:15:00,1.34289,1.34330,1.34241,1.34265,0,0
2020-03-02 00:30:00,1.34265,1.34280,1.34186,1.34251,0,0
2020-03-02 00:45:00,1.34251,1.34376,1.34251,1.34367,0,0
2020-03-02 01:00:00,1.34367,1.34369,1.34103,1.34169,0,0
2020-03-02 01:15:00,1.34169,1.34195,1.34097,1.34162,0,0
2020-03-02 01:30:00,1.34162,1.34170,1.34077,1.34094,0,0
2020-03-02 01:45:00,1.34095,1.34150,1.34043,1.34058,0,0
2020-03-02 02:00:00,1.34058,1.34080,1.34040,1.34050,0,0
2020-03-02 02:15:00,1.34050,1.34150,1.34050,1.34117,0,0
2020-03-02 02:30:00,1.34116,1.34123,1.33963,1.33971,0,0
2020-03-02 02:45:00,1.33971,1.34007,1.33942,1.34002,0,0
2020-03-02 03:00:00,1.34003,1.34003,1.33933,1.33945,0,0
2020-03-02 03:15:00,1.33945,1.33955,1.33777,1.33804,0,0
2020-03-02 03:30:00,1.33804,1.33806,1.33581,1.33638,0,0
2020-03-02 03:45:00,1.33638,1.33764,1.33633,1.33763,0,0
2020-03-02 04:00:00,1.33761,1.33808,1.33638,1.33651,0,0
2020-03-02 04:15:00,1.33651,1.33660,1.33499,1.33502,0,0
2020-03-02 04:30:00,1.33502,1.33523,1.33379,1.33408,0,0
2020-03-02 04:45:00,1.33406,1.33449,1.33368,1.33378,0,0
2020-03-02 05:00:00,1.33377,1.33401,1.33331,1.33372,0,0
2020-03-02 05:15:00,1.33372,1.33453,1.33368,1.33398,0,0
2020-03-02 05:30:00,1.33398,1.33478,1.33389,1.33471,0,0
2020-03-02 05:45:00,1.33471,1.33507,1.33463,1.33493,0,0
2020-03-02 06:00:00,1.33494,1.33549,1.33478,1.33488,0,0
2020-03-02 06:15:00,1.33488,1.33509,1.33454,1.33487,0,0
2020-03-02 06:30:00,1.33487,1.33497,1.33451,1.33466,0,0
2020-03-02 06:45:00,1.33466,1.33500,1.33428,1.33481,0,0
2020-03-02 07:00:00,1.33481,1.33484,1.33431,1.33464,0,0
2020-03-02 07:15:00,1.33464,1.33497,1.33437,1.33441,0,0
2020-03-02 07:30:00,1.33441,1.33452,1.33412,1.33441,0,0
2020-03-02 07:45:00,1.33440,1.33452,1.33422,1.33432,0,0
2020-03-02 08:00:00,1.33432,1.33437,1.33380,1.33406,0,0
2020-03-02 08:15:00,1.33406,1.33412,1.33359,1.33385,0,0
2020-03-02 08:30:00,1.33385,1.33427,1.33379,1.33419,0,0
2020-03-02 08:45:00,1.33418,1.33465,1.33418,1.33462,0,0
2020-03-02 09:00:00,1.33461,1.33498,1.33440,1.33471,0,0
2020-03-02 09:15:00,1.33472,1.33549,1.33463,1.33532,0,0
2020-03-02 09:30:00,1.33532,1.33532,1.33413,1.33413,0,0
2020-03-02 09:45:00,1.33413,1.33462,1.33388,1.33462,0,0
2020-03-02 10:00:00,1.33463,1.33502,1.33286,1.33310,0,0
2020-03-02 10:15:00,1.33310,1.33346,1.33264,1.33292,0,0
2020-03-02 10:30:00,1.33292,1.33327,1.33148,1.33165,0,0
2020-03-02 10:45:00,1.33165,1.33237,1.33148,1.33210,0,0
2020-03-02 11:00:00,1.33210,1.33232,1.33177,1.33225,0,0
2020-03-02 11:15:00,1.33225,1.33300,1.33211,1.33256,0,0
2020-03-02 11:30:00,1.33256,1.33382,1.33246,1.33380,0,0
2020-03-02 11:45:00,1.33380,1.33451,1.33364,1.33397,0,0
2020-03-02 12:00:00,1.33397,1.33441,1.33381,1.33384,0,0
2020-03-02 12:15:00,1.33384,1.33444,1.33347,1.33396,0,0
2020-03-02 12:30:00,1.33396,1.33413,1.33328,1.33388,0,0
2020-03-02 12:45:00,1.33388,1.33560,1.33383,1.33559,0,0
2020-03-02 13:00:00,1.33559,1.33661,1.33517,1.33660,0,0
2020-03-02 13:15:00,1.33660,1.33717,1.33586,1.33717,0,0
2020-03-02 13:30:00,1.33716,1.33752,1.33673,1.33713,0,0
2020-03-02 13:45:00,1.33713,1.33830,1.33640,1.33794,0,0
2020-03-02 14:00:00,1.33794,1.33804,1.33704,1.33742,0,0
2020-03-02 14:15:00,1.33734,1.33774,1.33605,1.33643,0,0
2020-03-02 14:30:00,1.33643,1.33685,1.33596,1.33598,0,0
2020-03-02 14:45:00,1.33598,1.33611,1.33516,1.33528,0,0
2020-03-02 15:00:00,1.33527,1.33601,1.33502,1.33573,0,0
2020-03-02 15:15:00,1.33577,1.33789,1.33562,1.33759,0,0
2020-03-02 15:30:00,1.33759,1.33775,1.33629,1.33740,0,0
2020-03-02 15:45:00,1.33741,1.33814,1.33680,1.33779,0,0
2020-03-02 16:00:00,1.33778,1.33858,1.33710,1.33858,0,0
2020-03-02 16:15:00,1.33858,1.33891,1.33792,1.33847,0,0
2020-03-02 16:30:00,1.33847,1.33894,1.33762,1.33807,0,0
2020-03-02 16:45:00,1.33810,1.33811,1.33595,1.33646,0,0
2020-03-02 17:00:00,1.33646,1.33724,1.33600,1.33600,0,0
2020-03-02 17:15:00,1.33601,1.33757,1.33599,1.33722,0,0
2020-03-02 17:30:00,1.33722,1.33808,1.33702,1.33797,0,0
2020-03-02 17:45:00,1.33797,1.33894,1.33702,1.33881,0,0
2020-03-02 18:00:00,1.33880,1.33956,1.33620,1.33636,0,0
2020-03-02 18:15:00,1.33635,1.33643,1.33336,1.33413,0,0
2020-03-02 18:30:00,1.33414,1.33487,1.33330,1.33373,0,0
2020-03-02 18:45:00,1.33369,1.33418,1.33340,1.33347,0,0
2020-03-02 19:00:00,1.33346,1.33357,1.33262,1.33264,0,0
2020-03-02 19:15:00,1.33264,1.33459,1.33258,1.33407,0,0
2020-03-02 19:30:00,1.33407,1.33409,1.33310,1.33389,0,0
2020-03-02 19:45:00,1.33387,1.33420,1.33336,1.33391,0,0
2020-03-02 20:00:00,1.33392,1.33474,1.33372,1.33474,0,0
2020-03-02 20:15:00,1.33474,1.33538,1.33459,1.33502,0,0
2020-03-02 20:30:00,1.33503,1.33569,1.33489,1.33557,0,0
2020-03-02 20:45:00,1.33552,1.33565,1.33450,1.33453,0,0
2020-03-02 21:00:00,1.33453,1.33458,1.33421,1.33430,0,0
2020-03-02 21:15:00,1.33429,1.33457,1.33417,1.33421,0,0
2020-03-02 21:30:00,1.33421,1.33529,1.33418,1.33523,0,0
2020-03-02 21:45:00,1.33522,1.33574,1.33506,1.33542,0,0
2020-03-02 22:00:00,1.33542,1.33557,1.33489,1.33507,0,0
2020-03-02 22:15:00,1.33509,1.33545,1.33494,1.33530,0,0
2020-03-02 22:30:00,1.33529,1.33530,1.33308,1.33334,0,0
2020-03-02 22:45:00,1.33334,1.33367,1.33278,1.33352,0,0
2020-03-02 23:00:00,1.33354,1.33356,1.33286,1.33288,0,0
2020-03-02 23:15:00,1.33292,1.33389,1.33292,1.33358,0,0
2020-03-02 23:30:00,1.33357,1.33374,1.33303,1.33320,0,0
2020-03-02 23:45:00,1.33320,1.33343,1.33202,1.33260,0,0
2020-03-03 00:00:00,1.33244,1.33358,1.33189,1.33238,0,0
2020-03-03 00:15:00,1.33239,1.33307,1.33213,1.33254,0,0
2020-03-03 00:30:00,1.33234,1.33279,1.33220,1.33244,0,0
2020-03-03 00:45:00,1.33232,1.33302,1.33231,1.33270,0,0
2020-03-03 01:00:00,1.33270,1.33306,1.33184,1.33252,0,0
2020-03-03 01:15:00,1.33251,1.33281,1.33239,1.33258,0,0
2020-03-03 01:30:00,1.33257,1.33277,1.33240,1.33242,0,0
2020-03-03 01:45:00,1.33240,1.33270,1.33222,1.33246,0,0
2020-03-03 02:00:00,1.33247,1.33342,1.33246,1.33324,0,0
2020-03-03 02:15:00,1.33324,1.33372,1.33314,1.33357,0,0
2020-03-03 02:30:00,1.33357,1.33363,1.33330,1.33352,0,0
2020-03-03 02:45:00,1.33352,1.33377,1.33339,1.33351,0,0
2020-03-03 03:00:00,1.33351,1.33373,1.33321,1.33367,0,0
2020-03-03 03:15:00,1.33367,1.33380,1.33329,1.33333,0,0
2020-03-03 03:30:00,1.33333,1.33444,1.33333,1.33432,0,0
2020-03-03 03:45:00,1.33432,1.33489,1.33420,1.33486,0,0
2020-03-03 04:00:00,1.33486,1.33500,1.33454,1.33484,0,0
2020-03-03 04:15:00,1.33484,1.33509,1.33461,1.33463,0,0
2020-03-03 04:30:00,1.33463,1.33473,1.33431,1.33455,0,0
2020-03-03 04:45:00,1.33455,1.33459,1.33418,1.33419,0,0
2020-03-03 05:00:00,1.33419,1.33429,1.33377,1.33383,0,0
2020-03-03 05:15:00,1.33383,1.33395,1.33338,1.33347,0,0
2020-03-03 05:30:00,1.33347,1.33374,1.33280,1.33302,0,0
2020-03-03 05:45:00,1.33310,1.33367,1.33297,1.33322,0,0
2020-03-03 06:00:00,1.33322,1.33351,1.33303,1.33326,0,0
2020-03-03 06:15:00,1.33326,1.33351,1.33294,1.33343,0,0
2020-03-03 06:30:00,1.33343,1.33396,1.33338,1.33395,0,0
2020-03-03 06:45:00,1.33395,1.33402,1.33349,1.33376,0,0
2020-03-03 07:00:00,1.33376,1.33383,1.33338,1.33375,0,0
2020-03-03 07:15:00,1.33375,1.33409,1.33365,1.33402,0,0
2020-03-03 07:30:00,1.33402,1.33424,1.33397,1.33413,0,0
2020-03-03 07:45:00,1.33413,1.33480,1.33407,1.33472,0,0
2020-03-03 08:00:00,1.33472,1.33488,1.33440,1.33483,0,0
2020-03-03 08:15:00,1.33483,1.33486,1.33432,1.33464,0,0
2020-03-03 08:30:00,1.33464,1.33505,1.33446,1.33484,0,0
2020-03-03 08:45:00,1.33486,1.33494,1.33448,1.33450,0,0
2020-03-03 09:00:00,1.33449,1.33465,1.33399,1.33402,0,0
2020-03-03 09:15:00,1.33402,1.33600,1.33402,1.33588,0,0
2020-03-03 09:30:00,1.33589,1.33667,1.33569,1.33569,0,0
2020-03-03 09:45:00,1.33569,1.33669,1.33569,1.33636,0,0
2020-03-03 10:00:00,1.33636,1.33676,1.33592,1.33593,0,0
2020-03-03 10:15:00,1.33596,1.33627,1.33574,1.33584,0,0
2020-03-03 10:30:00,1.33584,1.33621,1.33576,1.33594,0,0
2020-03-03 10:45:00,1.33594,1.33672,1.33588,1.33656,0,0
2020-03-03 11:00:00,1.33656,1.33686,1.33593,1.33604,0,0
2020-03-03 11:15:00,1.33604,1.33650,1.33597,1.33625,0,0
2020-03-03 11:30:00,1.33622,1.33630,1.33560,1.33579,0,0
2020-03-03 11:45:00,1.33579,1.33582,1.33511,1.33537,0,0
2020-03-03 12:00:00,1.33537,1.33562,1.33513,1.33557,0,0
2020-03-03 12:15:00,1.33557,1.33568,1.33528,1.33566,0,0
2020-03-03 12:30:00,1.33566,1.33568,1.33537,1.33540,0,0
2020-03-03 12:45:00,1.33540,1.33561,1.33514,1.33550,0,0
2020-03-03 13:00:00,1.33550,1.33658,1.33548,1.33639,0,0
2020-03-03 13:15:00,1.33639,1.33690,1.33639,1.33685,0,0
2020-03-03 13:30:00,1.33684,1.33689,1.33633,1.33665,0,0
2020-03-03 13:45:00,1.33665,1.33711,1.33658,1.33700,0,0
2020-03-03 14:00:00,1.33700,1.33701,1.33522,1.33522,0,0
2020-03-03 14:15:00,1.33522,1.33568,1.33511,1.33554,0,0
2020-03-03 14:30:00,1.33552,1.33648,1.33521,1.33585,0,0
2020-03-03 14:45:00,1.33585,1.33675,1.33582,1.33664,0,0
2020-03-03 15:00:00,1.33664,1.33724,1.33625,1.33638,0,0
2020-03-03 15:15:00,1.33638,1.33657,1.33484,1.33514,0,0
2020-03-03 15:30:00,1.33514,1.33594,1.33477,1.33586,0,0
2020-03-03 15:45:00,1.33586,1.33623,1.33552,1.33611,0,0
2020-03-03 16:00:00,1.33613,1.33704,1.33593,1.33687,0,0
2020-03-03 16:15:00,1.33687,1.33749,1.33646,1.33745,0,0
2020-03-03 16:30:00,1.33752,1.33792,1.33691,1.33709,0,0
2020-03-03 16:45:00,1.33707,1.33716,1.33612,1.33617,0,0
2020-03-03 17:00:00,1.33617,1.33617,1.33188,1.33582,0,0
2020-03-03 17:15:00,1.33587,1.33649,1.33367,1.33488,0,0
2020-03-03 17:30:00,1.33483,1.33544,1.33192,1.33208,0,0
2020-03-03 17:45:00,1.33209,1.33411,1.33209,1.33366,0,0
2020-03-03 18:00:00,1.33368,1.33528,1.33292,1.33516,0,0
2020-03-03 18:15:00,1.33511,1.33834,1.33441,1.33671,0,0
2020-03-03 18:30:00,1.33671,1.33689,1.33530,1.33578,0,0
2020-03-03 18:45:00,1.33579,1.33637,1.33514,1.33529,0,0
2020-03-03 19:00:00,1.33529,1.33576,1.33470,1.33505,0,0
2020-03-03 19:15:00,1.33505,1.33700,1.33490,1.33685,0,0
2020-03-03 19:30:00,1.33685,1.33746,1.33667,1.33740,0,0
2020-03-03 19:45:00,1.33739,1.33747,1.33684,1.33691,0,0
2020-03-03 20:00:00,1.33692,1.33712,1.33650,1.33705,0,0
2020-03-03 20:15:00,1.33705,1.33724,1.33644,1.33685,0,0
2020-03-03 20:30:00,1.33686,1.33737,1.33661,1.33732,0,0
2020-03-03 20:45:00,1.33732,1.33741,1.33667,1.33722,0,0
2020-03-03 21:00:00,1.33723,1.33783,1.33706,1.33722,0,0
2020-03-03 21:15:00,1.33722,1.33741,1.33612,1.33621,0,0
2020-03-03 21:30:00,1.33621,1.33865,1.33594,1.33804,0,0
2020-03-03 21:45:00,1.33803,1.33803,1.33695,1.33763,0,0
2020-03-03 22:00:00,1.33763,1.33763,1.33652,1.33669,0,0
2020-03-03 22:15:00,1.33669,1.33760,1.33665,1.33724,0,0
2020-03-03 22:30:00,1.33724,1.33789,1.33690,1.33693,0,0
2020-03-03 22:45:00,1.33693,1.33768,1.33675,1.33700,0,0
2020-03-03 23:00:00,1.33700,1.33752,1.33662,1.33751,0,0
2020-03-03 23:15:00,1.33750,1.33816,1.33726,1.33812,0,0
2020-03-03 23:30:00,1.33812,1.33909,1.33801,1.33887,0,0
2020-03-03 23:45:00,1.33889,1.33900,1.33832,1.33832,0,0
2020-03-04 00:00:00,1.33808,1.33851,1.33737,1.33750,0,0
2020-03-04 00:15:00,1.33737,1.33814,1.33723,1.33794,0,0
2020-03-04 00:30:00,1.33794,1.33812,1.33731,1.33756,0,0
2020-03-04 00:45:00,1.33758,1.33831,1.33734,1.33797,0,0
2020-03-04 01:00:00,1.33799,1.33873,1.33783,1.33831,0,0
2020-03-04 01:15:00,1.33831,1.33836,1.33783,1.33792,0,0
2020-03-04 01:30:00,1.33792,1.33817,1.33783,1.33817,0,0
2020-03-04 01:45:00,1.33817,1.33828,1.33767,1.33771,0,0
2020-03-04 02:00:00,1.33771,1.33773,1.33710,1.33724,0,0
2020-03-04 02:15:00,1.33724,1.33732,1.33707,1.33722,0,0
2020-03-04 02:30:00,1.33718,1.33718,1.33615,1.33616,0,0
2020-03-04 02:45:00,1.33617,1.33617,1.33558,1.33595,0,0
2020-03-04 03:00:00,1.33590,1.33590,1.33537,1.33551,0,0
2020-03-04 03:15:00,1.33544,1.33580,1.33533,1.33561,0,0
2020-03-04 03:30:00,1.33561,1.33599,1.33556,1.33582,0,0
2020-03-04 03:45:00,1.33581,1.33624,1.33579,1.33622,0,0
2020-03-04 04:00:00,1.33622,1.33648,1.33612,1.33624,0,0
2020-03-04 04:15:00,1.33624,1.33630,1.33528,1.33532,0,0
2020-03-04 04:30:00,1.33532,1.33542,1.33460,1.33477,0,0
2020-03-04 04:45:00,1.33477,1.33493,1.33444,1.33491,0,0
2020-03-04 05:00:00,1.33491,1.33515,1.33468,1.33488,0,0
2020-03-04 05:15:00,1.33488,1.33508,1.33465,1.33491,0,0
2020-03-04 05:30:00,1.33491,1.33525,1.33490,1.33521,0,0
2020-03-04 05:45:00,1.33521,1.33545,1.33517,1.33539,0,0
2020-03-04 06:00:00,1.33539,1.33561,1.33529,1.33532,0,0
2020-03-04 06:15:00,1.33532,1.33557,1.33519,1.33545,0,0
2020-03-04 06:30:00,1.33545,1.33553,1.33517,1.33525,0,0
2020-03-04 06:45:00,1.33525,1.33544,1.33524,1.33535,0,0
2020-03-04 07:00:00,1.33535,1.33547,1.33529,1.33533,0,0
2020-03-04 07:15:00,1.33533,1.33540,1.33513,1.33523,0,0
2020-03-04 07:30:00,1.33523,1.33567,1.33519,1.33562,0,0
2020-03-04 07:45:00,1.33562,1.33562,1.33526,1.33544,0,0
2020-03-04 08:00:00,1.33544,1.33548,1.33502,1.33534,0,0
2020-03-04 08:15:00,1.33534,1.33566,1.33527,1.33553,0,0
2020-03-04 08:30:00,1.33553,1.33569,1.33543,1.33547,0,0
2020-03-04 08:45:00,1.33547,1.33585,1.33539,1.33585,0,0
2020-03-04 09:00:00,1.33583,1.33609,1.33535,1.33568,0,0
2020-03-04 09:15:00,1.33567,1.33601,1.33562,1.33564,0,0
2020-03-04 09:30:00,1.33564,1.33608,1.33554,1.33606,0,0
