time,open,high,low,close,vol,entry
2020-03-04 09:45:00,1.33601,1.33637,1.33571,1.33572,0,0
2020-03-04 10:00:00,1.33572,1.33659,1.33564,1.33630,0,0
2020-03-04 10:15:00,1.33630,1.33630,1.33547,1.33547,0,0
2020-03-04 10:30:00,1.33548,1.33565,1.33490,1.33501,0,0
2020-03-04 10:45:00,1.33501,1.33570,1.33491,1.33555,0,0
2020-03-04 11:00:00,1.33554,1.33591,1.33528,1.33579,0,0
2020-03-04 11:15:00,1.33579,1.33585,1.33534,1.33548,0,0
2020-03-04 11:30:00,1.33546,1.33601,1.33539,1.33599,0,0
2020-03-04 11:45:00,1.33599,1.33619,1.33570,1.33582,0,0
2020-03-04 12:00:00,1.33581,1.33604,1.33488,1.33490,0,0
2020-03-04 12:15:00,1.33490,1.33501,1.33453,1.33490,0,0
2020-03-04 12:30:00,1.33490,1.33566,1.33488,1.33534,0,0
2020-03-04 12:45:00,1.33536,1.33596,1.33530,1.33591,0,0
2020-03-04 13:00:00,1.33592,1.33609,1.33536,1.33553,0,0
2020-03-04 13:15:00,1.33553,1.33597,1.33491,1.33491,0,0
2020-03-04 13:30:00,1.33491,1.33530,1.33482,1.33494,0,0
2020-03-04 13:45:00,1.33494,1.33569,1.33484,1.33550,0,0
2020-03-04 14:00:00,1.33550,1.33594,1.33543,1.33555,0,0
2020-03-04 14:15:00,1.33551,1.33572,1.33493,1.33519,0,0
2020-03-04 14:30:00,1.33519,1.33584,1.33511,1.33539,0,0
2020-03-04 14:45:00,1.33539,1.33573,1.33474,1.33572,0,0
2020-03-04 15:00:00,1.33572,1.33635,1.33512,1.33606,0,0
2020-03-04 15:15:00,1.33597,1.33660,1.33532,1.33576,0,0
2020-03-04 15:30:00,1.33576,1.33688,1.33567,1.33672,0,0
2020-03-04 15:45:00,1.33679,1.33712,1.33620,1.33651,0,0
2020-03-04 16:00:00,1.33651,1.33683,1.33463,1.33487,0,0
2020-03-04 16:15:00,1.33486,1.33497,1.33376,1.33439,0,0
2020-03-04 16:30:00,1.33438,1.33521,1.33297,1.33477,0,0
2020-03-04 16:45:00,1.33477,1.33499,1.33280,1.33281,0,0
2020-03-04 17:00:00,1.33380,1.34165,1.33380,1.34104,0,0
2020-03-04 17:15:00,1.34104,1.34154,1.33896,1.33956,0,0
2020-03-04 17:30:00,1.33959,1.34035,1.33861,1.33861,0,0
2020-03-04 17:45:00,1.33861,1.33983,1.33796,1.33960,0,0
2020-03-04 18:00:00,1.33961,1.34127,1.33919,1.34057,0,0
2020-03-04 18:15:00,1.34057,1.34170,1.34032,1.34151,0,0
2020-03-04 18:30:00,1.34150,1.34193,1.34114,1.34186,0,0
2020-03-04 18:45:00,1.34186,1.34312,1.34182,1.34263,0,0
2020-03-04 19:00:00,1.34263,1.34263,1.34157,1.34204,0,0
2020-03-04 19:15:00,1.34204,1.34272,1.34166,1.34172,0,0
2020-03-04 19:30:00,1.34172,1.34177,1.34073,1.34117,0,0
2020-03-04 19:45:00,1.34119,1.34125,1.34053,1.34072,0,0
2020-03-04 20:00:00,1.34072,1.34072,1.34000,1.34009,0,0
2020-03-04 20:15:00,1.34009,1.34048,1.33981,1.34033,0,0
2020-03-04 20:30:00,1.34033,1.34098,1.34008,1.34089,0,0
2020-03-04 20:45:00,1.34089,1.34097,1.34016,1.34063,0,0
2020-03-04 21:00:00,1.34062,1.34066,1.33964,1.33967,0,0
2020-03-04 21:15:00,1.33967,1.34019,1.33942,1.34013,0,0
2020-03-04 21:30:00,1.34013,1.34025,1.33960,1.33977,0,0
2020-03-04 21:45:00,1.33977,1.34036,1.33965,1.34024,0,0
2020-03-04 22:00:00,1.34022,1.34028,1.33983,1.34007,0,0
2020-03-04 22:15:00,1.34007,1.34012,1.33961,1.33968,0,0
2020-03-04 22:30:00,1.33968,1.33983,1.33948,1.33957,0,0
2020-03-04 22:45:00,1.33956,1.33978,1.33923,1.33937,0,0
2020-03-04 23:00:00,1.33937,1.33941,1.33889,1.33911,0,0
2020-03-04 23:15:00,1.33911,1.33948,1.33911,1.33941,0,0
2020-03-04 23:30:00,1.33946,1.33985,1.33878,1.33878,0,0
2020-03-04 23:45:00,1.33881,1.33893,1.33837,1.33850,0,0
2020-03-05 00:00:00,1.33841,1.33875,1.33828,1.33864,0,0
2020-03-05 00:15:00,1.33854,1.33873,1.33826,1.33847,0,0
2020-03-05 00:30:00,1.33847,1.33890,1.33827,1.33872,0,0
2020-03-05 00:45:00,1.33869,1.33883,1.33845,1.33875,0,0
2020-03-05 01:00:00,1.33875,1.33887,1.33855,1.33886,0,0
2020-03-05 01:15:00,1.33885,1.33885,1.33850,1.33859,0,0
2020-03-05 01:30:00,1.33859,1.33869,1.33820,1.33840,0,0
2020-03-05 01:45:00,1.33839,1.33863,1.33829,1.33863,0,0
2020-03-05 02:00:00,1.33862,1.33959,1.33862,1.33926,0,0
2020-03-05 02:15:00,1.33926,1.33928,1.33889,1.33916,0,0
2020-03-05 02:30:00,1.33916,1.33926,1.33878,1.33909,0,0
2020-03-05 02:45:00,1.33909,1.33965,1.33907,1.33961,0,0
2020-03-05 03:00:00,1.33961,1.33965,1.33934,1.33961,0,0
2020-03-05 03:15:00,1.33960,1.34017,1.33955,1.34001,0,0
2020-03-05 03:30:00,1.33998,1.34004,1.33962,1.33963,0,0
2020-03-05 03:45:00,1.33963,1.33984,1.33952,1.33955,0,0
2020-03-05 04:00:00,1.33955,1.33964,1.33943,1.33954,0,0
2020-03-05 04:15:00,1.33954,1.34017,1.33954,1.34001,0,0
2020-03-05 04:30:00,1.34001,1.34009,1.33974,1.33992,0,0
2020-03-05 04:45:00,1.33992,1.33992,1.33958,1.33963,0,0
2020-03-05 05:00:00,1.33963,1.33963,1.33918,1.33944,0,0
2020-03-05 05:15:00,1.33944,1.33949,1.33929,1.33945,0,0
2020-03-05 05:30:00,1.33945,1.33963,1.33945,1.33960,0,0
2020-03-05 05:45:00,1.33960,1.33969,1.33945,1.33960,0,0
2020-03-05 06:00:00,1.33961,1.33972,1.33945,1.33953,0,0
2020-03-05 06:15:00,1.33953,1.33962,1.33941,1.33943,0,0
2020-03-05 06:30:00,1.33948,1.33957,1.33930,1.33953,0,0
2020-03-05 06:45:00,1.33953,1.33972,1.33945,1.33972,0,0
2020-03-05 07:00:00,1.33972,1.33972,1.33942,1.33945,0,0
2020-03-05 07:15:00,1.33945,1.33961,1.33935,1.33935,0,0
2020-03-05 07:30:00,1.33935,1.33944,1.33906,1.33928,0,0
2020-03-05 07:45:00,1.33928,1.33929,1.33898,1.33918,0,0
2020-03-05 08:00:00,1.33918,1.33933,1.33883,1.33893,0,0
2020-03-05 08:15:00,1.33893,1.33910,1.33883,1.33897,0,0
2020-03-05 08:30:00,1.33897,1.33913,1.33876,1.33889,0,0
2020-03-05 08:45:00,1.33889,1.33918,1.33871,1.33917,0,0
2020-03-05 09:00:00,1.33917,1.33961,1.33916,1.33940,0,0
2020-03-05 09:15:00,1.33940,1.33960,1.33910,1.33956,0,0
2020-03-05 09:30:00,1.33956,1.34033,1.33956,1.33997,0,0
2020-03-05 09:45:00,1.33997,1.34062,1.33995,1.34027,0,0
2020-03-05 10:00:00,1.34027,1.34082,1.34027,1.34044,0,0
2020-03-05 10:15:00,1.34044,1.34074,1.34041,1.34050,0,0
2020-03-05 10:30:00,1.34052,1.34104,1.34043,1.34052,0,0
2020-03-05 10:45:00,1.34053,1.34081,1.34007,1.34024,0,0
2020-03-05 11:00:00,1.34024,1.34084,1.34023,1.34023,0,0
2020-03-05 11:15:00,1.34023,1.34042,1.33986,1.33995,0,0
2020-03-05 11:30:00,1.33995,1.34035,1.33968,1.33980,0,0
2020-03-05 11:45:00,1.33980,1.33992,1.33948,1.33969,0,0
2020-03-05 12:00:00,1.33969,1.33992,1.33923,1.33980,0,0
2020-03-05 12:15:00,1.33980,1.34056,1.33963,1.34054,0,0
2020-03-05 12:30:00,1.34054,1.34096,1.34040,1.34093,0,0
2020-03-05 12:45:00,1.34092,1.34129,1.34082,1.34084,0,0
2020-03-05 13:00:00,1.34084,1.34118,1.33984,1.34040,0,0
2020-03-05 13:15:00,1.34040,1.34120,1.34030,1.34117,0,0
2020-03-05 13:30:00,1.34117,1.34142,1.34092,1.34130,0,0
2020-03-05 13:45:00,1.34131,1.34189,1.34110,1.34174,0,0
2020-03-05 14:00:00,1.34173,1.34212,1.34151,1.34159,0,0
2020-03-05 14:15:00,1.34159,1.34236,1.34138,1.34187,0,0
2020-03-05 14:30:00,1.34185,1.34238,1.34166,1.34228,0,0
2020-03-05 14:45:00,1.34228,1.34245,1.34188,1.34228,0,0
2020-03-05 15:00:00,1.34228,1.34285,1.34220,1.34268,0,0
2020-03-05 15:15:00,1.34268,1.34322,1.34239,1.34245,0,0
2020-03-05 15:30:00,1.34245,1.34281,1.34157,1.34169,0,0
2020-03-05 15:45:00,1.34169,1.34179,1.34128,1.34161,0,0
2020-03-05 16:00:00,1.34161,1.34183,1.34078,1.34169,0,0
2020-03-05 16:15:00,1.34169,1.34191,1.34098,1.34133,0,0
2020-03-05 16:30:00,1.34133,1.34204,1.34128,1.34183,0,0
2020-03-05 16:45:00,1.34182,1.34196,1.34087,1.34092,0,0
2020-03-05 17:00:00,1.34092,1.34107,1.34039,1.34067,0,0
2020-03-05 17:15:00,1.34066,1.34079,1.33948,1.34006,0,0
2020-03-05 17:30:00,1.34006,1.34065,1.33977,1.34035,0,0
2020-03-05 17:45:00,1.34035,1.34041,1.33889,1.34005,0,0
2020-03-05 18:00:00,1.34005,1.34025,1.33945,1.33960,0,0
2020-03-05 18:15:00,1.33960,1.34073,1.33949,1.34045,0,0
2020-03-05 18:30:00,1.34045,1.34075,1.34003,1.34032,0,0
2020-03-05 18:45:00,1.34032,1.34039,1.33969,1.34031,0,0
2020-03-05 19:00:00,1.34031,1.34089,1.34018,1.34087,0,0
2020-03-05 19:15:00,1.34087,1.34111,1.34078,1.34094,0,0
2020-03-05 19:30:00,1.34092,1.34200,1.34071,1.34192,0,0
2020-03-05 19:45:00,1.34192,1.34279,1.34182,1.34257,0,0
2020-03-05 20:00:00,1.34257,1.34283,1.34221,1.34274,0,0
2020-03-05 20:15:00,1.34274,1.34281,1.34211,1.34219,0,0
2020-03-05 20:30:00,1.34219,1.34248,1.34172,1.34243,0,0
2020-03-05 20:45:00,1.34243,1.34259,1.34209,1.34211,0,0
2020-03-05 21:00:00,1.34211,1.34265,1.34211,1.34229,0,0
2020-03-05 21:15:00,1.34229,1.34380,1.34227,1.34370,0,0
2020-03-05 21:30:00,1.34370,1.34383,1.34272,1.34292,0,0
2020-03-05 21:45:00,1.34296,1.34300,1.34225,1.34248,0,0
2020-03-05 22:00:00,1.34252,1.34279,1.34198,1.34216,0,0
