time,low,high,open,close,volume
2017-01-04 01:00:00,1036.77,1040.0,1036.78,1038.99,210.61247724
2017-01-04 02:00:00,1038.99,1047.99,1038.99,1041.57,787.3962495
2017-01-04 03:00:00,1041.19,1047.82,1041.4,1046.74,646.38439113
2017-01-04 04:00:00,1045.05,1054.97,1046.41,1048.23,712.39283652
2017-01-04 05:00:00,1047.25,1065.0,1048.21,1062.96,924.69254521
2017-01-04 06:00:00,1055.65,1063.0,1062.85,1062.53,340.17872441
2017-01-04 07:00:00,1061.74,1065.0,1062.53,1062.92,271.12024239
2017-01-04 08:00:00,1057.85,1065.0,1062.87,1060.01,198.05831654
2017-01-04 09:00:00,1058.09,1070.0,1060.0,1070.0,208.54394913
2017-01-04 10:00:00,1069.99,1079.99,1070.0,1079.99,296.06803243
2017-01-04 11:00:00,1075.18,1090.0,1079.99,1084.62,429.92595744
2017-01-04 12:00:00,1075.15,1096.68,1084.63,1094.91,477.72459328
2017-01-04 13:00:00,1080.01,1095.71,1094.75,1094.99,748.8486193
2017-01-04 14:00:00,1065.0,1095.66,1094.99,1089.41,829.34273309
2017-01-04 15:00:00,1085.51,1094.49,1089.41,1087.64,611.12728976
2017-01-04 16:00:00,1087.1,1107.75,1087.72,1103.58,817.24131361
2017-01-04 17:00:00,1100.01,1138.0,1103.58,1137.0,1297.15881288
2017-01-04 18:00:00,1131.09,1147.0,1136.63,1139.01,842.3598418
2017-01-04 19:00:00,1110.01,1139.5,1139.01,1124.62,837.74271582
2017-01-04 20:00:00,1090.01,1136.5,1123.67,1090.04,1258.49580342
2017-01-04 21:00:00,1067.0,1110.0,1092.41,1090.72,1216.11213713
2017-01-04 22:00:00,1090.5,1136.14,1090.71,1136.1,743.16299409
2017-01-04 23:00:00,1120.34,1143.89,1135.01,1130.3,806.86289488
2017-01-05 00:00:00,1080.0,1134.88,1131.1,1090.57,1125.12848145
2017-01-05 01:00:00,1076.12,1125.0,1090.89,1120.32,733.77977132
2017-01-05 02:00:00,1110.0,1126.5,1121.21,1126.5,225.44969811
2017-01-05 03:00:00,1125.86,1139.9,1126.5,1139.89,399.14998967
2017-01-05 04:00:00,1139.01,1146.77,1139.88,1146.77,300.66933448
2017-01-05 05:00:00,1146.77,1175.0,1146.77,1163.01,606.73695199
2017-01-05 06:00:00,1150.0,1174.9,1163.01,1157.89,670.44514244
2017-01-05 07:00:00,1153.39,1172.13,1157.89,1167.4,645.33124432
2017-01-05 08:00:00,1131.05,1168.99,1167.37,1141.01,873.23399268
2017-01-05 09:00:00,1035.52,1141.01,1141.01,1074.33,1464.65087406
2017-01-05 10:00:00,1070.0,1114.17,1074.32,1092.91,574.8290012
2017-01-05 11:00:00,1089.82,1116.4,1092.88,1100.99,283.29478102
2017-01-05 12:00:00,965.0,1100.8,1100.8,981.22,1620.9785637
2017-01-05 13:00:00,880.0,1000.0,980.96,970.0,2444.95363108
2017-01-05 14:00:00,940.06,972.99,964.01,960.0,1366.64075964
2017-01-05 15:00:00,951.94,1004.93,960.0,995.49,780.89471491
2017-01-05 16:00:00,946.51,1008.9,995.49,966.82,1310.73550523
2017-01-05 17:00:00,958.55,977.0,965.64,976.97,793.89334189
2017-01-05 18:00:00,967.01,999.0,976.95,994.34,693.67921719
2017-01-05 19:00:00,955.77,996.45,994.34,970.22,714.7033033
2017-01-05 20:00:00,960.0,980.71,970.0,974.98,519.18865054
2017-01-05 21:00:00,961.84,975.0,974.97,969.87,505.80032216
2017-01-05 22:00:00,969.88,1017.78,969.88,1015.09,1085.38945793
2017-01-05 23:00:00,982.0,1023.48,1015.0,1007.0,706.84888515
2017-01-06 00:00:00,1000.5,1027.59,1007.0,1023.8,351.61415626
2017-01-06 01:00:00,1017.75,1033.85,1024.25,1020.43,392.5140347
2017-01-06 02:00:00,960.1,1023.0,1020.72,962.19,908.3411557
2017-01-06 03:00:00,960.1,986.98,962.18,982.0,425.60568857
2017-01-06 04:00:00,974.28,984.4,981.99,975.8,201.91859974
2017-01-06 05:00:00,970.9,988.5,975.98,982.38,332.23421452
2017-01-06 06:00:00,972.58,987.36,984.03,983.47,210.90488636
2017-01-06 07:00:00,981.28,988.5,983.31,983.06,208.52231412
2017-01-06 08:00:00,955.0,985.37,984.38,960.44,501.88072013
2017-01-06 09:00:00,904.71,969.14,960.5,933.26,1158.32011963
2017-01-06 10:00:00,910.0,944.18,933.26,926.61,558.74941098
2017-01-06 11:00:00,876.0,929.04,926.61,894.93,1101.96369171
2017-01-06 12:00:00,875.01,900.95,894.94,892.0,749.17798574
2017-01-06 13:00:00,885.87,913.07,892.0,906.0,828.84644287
2017-01-06 14:00:00,882.26,911.17,904.7,909.32,711.7553213
2017-01-06 15:00:00,905.0,922.79,909.35,917.13,700.11034482
2017-01-06 16:00:00,895.63,919.99,917.02,905.68,686.97170548
2017-01-06 17:00:00,901.91,917.24,903.1,916.08,490.92446182
2017-01-06 18:00:00,880.46,916.26,916.1,884.84,985.2970567
2017-01-06 19:00:00,881.61,908.03,884.98,893.52,646.74388914
2017-01-06 20:00:00,880.0,893.63,893.53,885.96,549.39451156
2017-01-06 21:00:00,885.0,911.14,886.13,899.47,614.30682413
2017-01-06 22:00:00,885.1,899.69,899.69,887.87,488.16993778
2017-01-06 23:00:00,881.0,897.32,890.1,895.71,469.9917325
2017-01-07 00:00:00,892.11,905.0,895.78,894.1,274.76671047
2017-01-07 01:00:00,878.0,905.21,894.1,878.0,543.25989843
2017-01-07 02:00:00,802.07,879.0,878.0,853.89,2313.54516919
2017-01-07 03:00:00,815.36,857.43,853.84,836.75,843.59491139
2017-01-07 04:00:00,818.09,845.85,836.76,845.83,866.6124897
2017-01-07 05:00:00,831.36,868.09,845.84,831.36,496.82288212
2017-01-07 06:00:00,835.01,858.24,835.01,851.59,279.63518689
2017-01-07 07:00:00,835.21,853.07,849.55,843.0,229.24098515
2017-01-07 08:00:00,822.46,846.72,844.26,822.46,377.54042593
2017-01-07 09:00:00,822.66,900.0,826.38,897.51,346.4494804
2017-01-07 10:00:00,875.52,897.51,897.51,885.0,233.9443434
2017-01-07 11:00:00,876.0,885.8,885.0,879.26,130.89222751
2017-01-07 12:00:00,879.0,898.11,879.26,888.81,304.89162982
2017-01-07 13:00:00,860.21,889.8,888.81,880.36,264.86688944
2017-01-07 14:00:00,872.85,896.84,880.46,896.84,238.03097052
2017-01-07 15:00:00,889.0,896.84,896.84,891.99,288.55597079
2017-01-07 16:00:00,891.98,908.22,891.99,900.0,863.88318494
2017-01-07 17:00:00,899.99,905.99,900.0,905.98,345.15859583
2017-01-07 18:00:00,885.9,910.0,905.98,899.2,501.88325187
2017-01-07 19:00:00,895.0,904.99,899.21,897.04,259.33430675
2017-01-07 20:00:00,895.0,903.91,897.79,900.62,222.62633115
2017-01-07 21:00:00,895.0,900.83,900.09,897.79,294.29344503
2017-01-07 22:00:00,897.78,910.0,897.79,903.45,338.01379312
2017-01-07 23:00:00,899.16,909.0,903.44,909.0,359.33554777
2017-01-08 00:00:00,899.16,910.0,908.99,901.38,262.20655486
2017-01-08 01:00:00,901.0,905.99,902.57,905.99,167.63743851
2017-01-08 02:00:00,903.99,930.0,905.99,929.99,405.72331683
2017-01-08 03:00:00,920.07,932.23,929.98,932.19,345.30959796
2017-01-08 04:00:00,927.95,948.0,932.16,947.98,341.44015754
2017-01-08 05:00:00,931.65,953.8,947.98,944.2,437.60418574
2017-01-08 06:00:00,938.84,952.59,942.52,947.87,193.71489464
2017-01-08 07:00:00,914.57,948.2,947.75,929.95,267.11417833
2017-01-08 08:00:00,927.78,938.97,929.95,936.23,131.7668827
2017-01-08 09:00:00,934.38,943.26,936.22,936.99,70.73628409
2017-01-08 10:00:00,930.99,939.26,937.64,937.89,84.54280919
2017-01-08 11:00:00,913.18,940.05,937.89,915.09,92.04502285
2017-01-08 12:00:00,914.14,924.31,915.09,918.89,79.72473547
2017-01-08 13:00:00,916.24,943.84,918.88,927.52,167.6129869
2017-01-08 14:00:00,922.4,933.73,927.51,927.99,223.1316272
2017-01-08 15:00:00,906.5,928.99,927.99,918.6,272.67573665
2017-01-08 16:00:00,905.0,918.57,918.0,907.69,250.65434566
2017-01-08 17:00:00,899.5,914.0,908.07,914.0,399.49646505
2017-01-08 18:00:00,913.51,917.95,914.0,914.06,136.07530884
2017-01-08 19:00:00,908.99,915.0,914.06,913.69,151.46855996
2017-01-08 20:00:00,910.0,917.99,913.0,917.99,213.08036249
2017-01-08 21:00:00,917.8,923.84,917.99,919.78,180.4659034
2017-01-08 22:00:00,915.01,923.53,919.88,919.99,184.84429929
2017-01-08 23:00:00,911.0,923.33,919.98,923.33,350.93184494
2017-01-09 00:00:00,901.0,923.58,922.04,904.01,363.96378081
2017-01-09 01:00:00,887.8,908.43,904.0,891.14,479.51984839
2017-01-09 02:00:00,887.73,904.41,891.1,898.99,317.11183504
2017-01-09 03:00:00,894.47,899.0,899.0,898.84,146.52712631
2017-01-09 04:00:00,887.51,898.99,898.79,898.92,217.47507738
2017-01-09 05:00:00,896.66,901.22,898.83,901.02,242.39189061
2017-01-09 06:00:00,898.99,901.98,901.02,899.21,92.81427565
2017-01-09 07:00:00,889.0,899.37,899.21,891.77,128.32806737
2017-01-09 08:00:00,890.0,896.0,891.79,896.0,172.85077037
2017-01-09 09:00:00,886.42,896.0,896.0,890.09,111.8135674
2017-01-09 10:00:00,889.02,908.05,889.09,906.72,425.07378167
2017-01-09 11:00:00,903.38,908.04,906.72,908.0,130.68937394
2017-01-09 12:00:00,904.56,908.0,908.0,905.12,134.14720125
2017-01-09 13:00:00,901.0,907.96,905.41,903.5,185.51497993
2017-01-09 14:00:00,901.01,906.83,903.5,903.01,155.64978494
2017-01-09 15:00:00,901.36,904.0,903.25,901.59,213.22421247
2017-01-09 16:00:00,892.14,902.49,901.28,893.91,371.35542878
2017-01-09 17:00:00,890.42,896.0,893.02,894.91,225.06575369
2017-01-09 18:00:00,890.01,895.98,894.91,894.0,316.98269213
2017-01-09 19:00:00,892.96,895.0,893.99,895.0,245.30468363
2017-01-09 20:00:00,894.99,899.54,894.99,897.35,274.9354144
2017-01-09 21:00:00,897.02,902.0,898.98,902.0,201.40840738
2017-01-09 22:00:00,897.92,903.95,901.99,903.95,281.5802469
2017-01-09 23:00:00,894.41,906.96,903.43,902.66,475.84992123
2017-01-10 00:00:00,900.66,905.99,902.66,905.99,267.9351212
2017-01-10 01:00:00,905.98,913.99,905.98,910.52,358.40672397
2017-01-10 02:00:00,910.0,911.8,910.32,911.8,109.9183075
2017-01-10 03:00:00,903.15,912.0,911.08,906.95,330.73674128
2017-01-10 04:00:00,900.99,907.56,906.92,903.51,273.14743805
2017-01-10 05:00:00,900.01,905.7,903.87,900.42,191.65083963
2017-01-10 06:00:00,900.0,907.55,900.97,903.13,141.65248459
2017-01-10 07:00:00,900.15,906.96,903.14,904.03,146.57975175
2017-01-10 08:00:00,904.02,909.01,904.02,908.97,140.97080365
2017-01-10 09:00:00,908.97,915.0,909.0,914.21,144.44262627
2017-01-10 10:00:00,912.93,915.1,914.61,914.95,175.16173414
2017-01-10 11:00:00,904.02,915.1,915.1,908.94,122.63987505
2017-01-10 12:00:00,905.14,912.17,908.94,910.99,145.10822318
2017-01-10 13:00:00,907.52,913.13,910.61,909.09,179.5435113
2017-01-10 14:00:00,900.31,910.88,909.09,902.2,377.02057444
2017-01-10 15:00:00,900.35,904.85,901.93,902.82,338.6935318
2017-01-10 16:00:00,901.74,904.99,903.82,904.51,355.53313269
2017-01-10 17:00:00,899.4,904.9,903.85,904.85,446.77736579
2017-01-10 18:00:00,899.01,904.99,904.85,904.49,512.06067029
2017-01-10 19:00:00,901.26,905.2,903.77,902.08,400.92662375
2017-01-10 20:00:00,902.1,906.8,902.1,906.69,589.53474339
2017-01-10 21:00:00,906.68,912.0,906.69,910.8,522.80158157
2017-01-10 22:00:00,904.66,911.67,909.71,907.26,416.83984185
2017-01-10 23:00:00,902.1,910.17,907.43,907.0,537.95819952
2017-01-11 00:00:00,899.1,909.6,906.81,906.02,532.73498852
2017-01-11 01:00:00,905.79,912.0,906.99,911.4,399.31366548
2017-01-11 02:00:00,908.14,914.99,911.45,911.86,312.65000773
2017-01-11 03:00:00,909.59,912.87,912.1,912.45,191.3214548
2017-01-11 04:00:00,910.57,913.0,912.45,912.97,153.61462024
2017-01-11 05:00:00,912.85,921.0,912.95,920.94,377.22596989
2017-01-11 06:00:00,915.79,923.98,921.0,916.0,286.65969618
2017-01-11 07:00:00,914.0,917.58,916.0,916.22,213.97169326
2017-01-11 08:00:00,914.51,918.0,916.06,917.7,137.30247276
2017-01-11 09:00:00,850.0,917.67,917.47,869.9,2144.67458082
2017-01-11 10:00:00,861.01,880.1,869.9,872.86,570.2097537
2017-01-11 11:00:00,835.0,874.97,872.81,846.92,1094.32966825
2017-01-11 12:00:00,788.88,846.88,846.88,815.76,1942.53625523
2017-01-11 13:00:00,792.58,828.0,815.76,822.04,1476.2097128
2017-01-11 14:00:00,800.0,825.66,822.01,811.96,1127.22634346
2017-01-11 15:00:00,802.8,824.64,811.91,805.02,918.37941314
2017-01-11 16:00:00,801.01,818.64,805.5,816.03,1180.2085322
2017-01-11 17:00:00,765.0,815.0,815.0,770.75,2164.10655514
2017-01-11 18:00:00,770.72,790.0,770.75,787.26,1259.81153445
2017-01-11 19:00:00,784.3,813.0,787.27,809.51,891.61199234
2017-01-11 20:00:00,787.58,813.0,808.49,793.04,738.71722682
2017-01-11 21:00:00,787.0,802.23,793.01,791.04,449.21650053
2017-01-11 22:00:00,789.03,799.27,791.04,797.41,256.04594511
2017-01-11 23:00:00,787.4,804.35,797.41,795.77,625.55670143
2017-01-12 00:00:00,765.0,800.16,795.8,781.31,1264.48235001
2017-01-12 01:00:00,763.48,789.92,781.81,786.48,843.66701557
2017-01-12 02:00:00,776.0,793.97,786.68,777.02,341.39144203
2017-01-12 03:00:00,770.0,792.15,777.02,789.5,836.11350203
2017-01-12 04:00:00,779.97,790.0,789.51,784.66,354.01415065
2017-01-12 05:00:00,775.69,786.99,783.42,777.41,261.37565002
2017-01-12 06:00:00,763.66,778.0,777.41,775.97,430.71203882
2017-01-12 07:00:00,734.64,777.1,777.1,757.95,1345.38898316
2017-01-12 08:00:00,758.19,774.99,758.19,766.34,309.62575065
2017-01-12 09:00:00,761.35,769.15,766.34,764.15,194.48761194
2017-01-12 10:00:00,761.67,775.0,766.27,775.0,290.17564785
2017-01-12 11:00:00,765.79,782.93,775.0,769.97,315.91852629
2017-01-12 12:00:00,766.85,779.87,769.96,773.13,285.71931005
2017-01-12 13:00:00,773.31,784.18,773.31,784.0,352.29570517
2017-01-12 14:00:00,782.86,789.0,783.2,789.0,267.62893817
2017-01-12 15:00:00,788.73,806.92,788.73,801.25,670.1729197
2017-01-12 16:00:00,798.18,815.0,801.18,805.0,923.87873166
2017-01-12 17:00:00,804.99,810.62,805.02,808.51,600.38310849
2017-01-12 18:00:00,803.01,813.99,808.49,813.99,497.75687067
2017-01-12 19:00:00,811.34,825.0,813.69,819.83,389.98081779
2017-01-12 20:00:00,819.84,829.98,819.84,824.74,448.64730149
2017-01-12 21:00:00,824.78,835.7,824.78,834.7,618.4812427
2017-01-12 22:00:00,805.0,840.0,833.23,822.25,859.75271373
2017-01-12 23:00:00,806.71,825.0,822.24,812.25,498.41254648
2017-01-13 00:00:00,808.39,815.77,812.25,815.73,335.08910452
2017-01-13 01:00:00,813.59,818.29,814.45,815.35,185.56898942
2017-01-13 02:00:00,812.19,819.81,815.35,817.12,319.84227588
2017-01-13 03:00:00,800.51,819.07,817.12,800.89,709.7572568
2017-01-13 04:00:00,792.0,804.51,800.5,801.45,620.09966551
2017-01-13 05:00:00,782.85,801.5,801.26,792.52,616.27473902
2017-01-13 06:00:00,785.89,806.46,792.5,792.19,421.21630162
2017-01-13 07:00:00,784.96,793.5,792.19,785.04,190.30514069
2017-01-13 08:00:00,785.0,795.24,785.0,793.23,190.47246385
2017-01-13 09:00:00,789.15,807.59,793.24,803.94,238.36935171
2017-01-13 10:00:00,791.95,811.3,804.1,804.0,268.22225955
2017-01-13 11:00:00,800.45,814.5,803.23,806.29,685.65125628
2017-01-13 12:00:00,795.49,811.7,806.29,802.04,594.26089673
2017-01-13 13:00:00,798.01,813.48,805.0,806.2,462.67693351
2017-01-13 14:00:00,802.92,820.0,806.2,814.35,526.40668482
2017-01-13 15:00:00,813.81,835.01,813.81,822.78,808.58214061
2017-01-13 16:00:00,820.84,832.0,823.32,831.99,535.12594916
2017-01-13 17:00:00,818.12,831.99,831.99,829.65,614.96451584
2017-01-13 18:00:00,820.8,830.0,829.6,826.88,309.13533289
2017-01-13 19:00:00,820.0,834.99,827.16,822.1,534.71479188
2017-01-13 20:00:00,820.73,832.7,824.56,827.0,347.45233293
2017-01-13 21:00:00,825.3,830.5,827.0,829.3,327.35171261
2017-01-13 22:00:00,825.2,830.5,830.33,830.17,489.55404505
2017-01-13 23:00:00,828.18,831.42,830.18,831.42,161.57956914
2017-01-14 00:00:00,831.42,841.22,831.42,840.19,348.99057921
2017-01-14 01:00:00,835.54,846.38,840.18,845.53,406.64630127
2017-01-14 02:00:00,837.03,847.52,845.53,837.8,308.69514534
2017-01-14 03:00:00,831.71,839.57,837.81,832.01,172.9965278
2017-01-14 04:00:00,831.98,837.03,832.01,834.64,164.27650158
2017-01-14 05:00:00,833.67,837.42,834.64,835.73,105.59444726
2017-01-14 06:00:00,822.34,835.74,835.74,831.68,516.45260029
2017-01-14 07:00:00,824.44,831.69,831.65,829.92,145.54815055
2017-01-14 08:00:00,825.53,835.55,829.93,835.55,98.18010244
2017-01-14 09:00:00,830.13,838.99,835.56,834.21,67.34255061
2017-01-14 10:00:00,826.15,836.02,835.46,830.75,125.67100135
2017-01-14 11:00:00,832.68,838.22,834.66,837.01,68.58645324
2017-01-14 12:00:00,834.03,838.99,837.03,838.99,65.16600914
2017-01-14 13:00:00,827.5,839.0,838.99,827.5,139.55026097
2017-01-14 14:00:00,827.4,835.2,827.51,829.44,135.9048011
2017-01-14 15:00:00,828.72,838.15,829.43,836.99,161.20400382
2017-01-14 16:00:00,834.38,837.22,837.0,837.0,174.82332071
2017-01-14 17:00:00,829.91,836.97,836.97,835.43,257.57363458
2017-01-14 18:00:00,835.88,837.95,835.88,837.94,110.92123006
2017-01-14 19:00:00,834.94,837.95,837.93,836.33,174.23696856
2017-01-14 20:00:00,832.16,837.99,836.33,835.0,191.98141379
2017-01-14 21:00:00,825.0,837.98,835.01,827.95,340.5800033
2017-01-14 22:00:00,823.44,830.86,827.94,824.38,307.36945934
2017-01-14 23:00:00,824.38,830.0,824.38,828.0,186.0423093
2017-01-15 00:00:00,825.41,832.95,828.0,832.0,181.52524122
2017-01-15 01:00:00,825.8,832.0,831.91,828.76,149.92577574
2017-01-15 02:00:00,825.25,828.86,828.79,828.07,124.09962166
2017-01-15 03:00:00,826.0,829.69,828.06,829.69,166.95977568
2017-01-15 04:00:00,826.71,829.76,829.52,828.7,113.24860587
2017-01-15 05:00:00,826.57,828.7,828.7,827.0,114.62771715
2017-01-15 06:00:00,824.45,827.01,827.01,825.47,84.34886524
2017-01-15 07:00:00,824.0,825.52,825.47,824.05,60.41044317
2017-01-15 08:00:00,824.0,824.27,824.09,824.25,46.65723446
2017-01-15 09:00:00,824.02,825.18,824.02,825.09,75.98569274
2017-01-15 10:00:00,825.1,826.03,825.1,826.01,132.44699982
2017-01-15 11:00:00,824.0,826.02,826.02,824.02,47.40778418
2017-01-15 12:00:00,824.02,826.03,824.02,826.03,29.71108252
2017-01-15 13:00:00,824.08,826.05,826.03,826.04,39.95608712
2017-01-15 14:00:00,824.0,826.12,826.03,824.02,75.23407474
2017-01-15 15:00:00,824.0,825.09,824.04,824.99,132.55771002
2017-01-15 16:00:00,824.0,826.45,824.99,824.94,232.79020349
2017-01-15 17:00:00,820.64,824.7,824.7,821.61,202.39074205
2017-01-15 18:00:00,819.0,824.65,821.64,824.42,156.82854958
2017-01-15 19:00:00,824.38,825.13,824.42,825.13,66.7739431
2017-01-15 20:00:00,822.13,825.99,825.15,824.78,180.10275779
2017-01-15 21:00:00,824.0,827.99,825.86,827.99,123.21213744
2017-01-15 22:00:00,825.07,832.0,827.99,828.97,179.50658056
2017-01-15 23:00:00,828.97,835.0,828.98,833.31,225.20742328
2017-01-16 00:00:00,832.02,834.1,833.43,833.31,237.56125543
2017-01-16 01:00:00,832.74,835.0,833.31,834.99,229.77465818
2017-01-16 02:00:00,835.0,838.98,835.0,838.97,246.11638954
2017-01-16 03:00:00,837.79,838.98,838.96,838.98,151.32396733
2017-01-16 04:00:00,837.0,839.0,838.97,838.99,168.65649219
2017-01-16 05:00:00,834.09,838.99,838.99,838.28,142.59798528
2017-01-16 06:00:00,837.2,839.1,837.2,839.1,80.00735178
2017-01-16 07:00:00,839.04,839.2,839.05,839.12,65.20778305
2017-01-16 08:00:00,836.0,839.97,839.14,838.24,99.99505764
2017-01-16 09:00:00,837.4,840.0,838.26,839.0,64.56695272
2017-01-16 10:00:00,834.93,839.0,839.0,835.23,65.37556002
2017-01-16 11:00:00,827.55,835.5,835.28,828.17,127.59468787
2017-01-16 12:00:00,826.03,829.99,828.17,829.46,163.16469605
2017-01-16 13:00:00,829.46,835.67,829.47,834.25,77.15128302
2017-01-16 14:00:00,827.7,835.09,834.26,832.87,172.44460565
2017-01-16 15:00:00,832.84,834.99,832.86,834.99,121.50772032
2017-01-16 16:00:00,833.13,834.99,834.98,833.99,116.64205655
2017-01-16 17:00:00,832.83,834.0,833.99,833.98,148.79455934
2017-01-16 18:00:00,830.12,833.98,833.98,833.39,165.18761845
2017-01-16 19:00:00,832.45,834.25,833.39,834.25,145.45466142
2017-01-16 20:00:00,829.0,834.9,834.25,833.54,182.16384338
2017-01-16 21:00:00,829.02,833.93,833.53,832.84,142.12248827
2017-01-16 22:00:00,829.86,833.99,833.1,833.99,101.70435792
2017-01-16 23:00:00,830.02,835.0,833.99,834.41,213.77589905
2017-01-17 00:00:00,830.1,834.4,834.4,833.77,83.38462967
2017-01-17 01:00:00,831.93,833.99,833.84,833.95,89.42826695
2017-01-17 02:00:00,832.51,834.98,833.95,834.98,64.96004669
2017-01-17 03:00:00,833.97,853.0,834.97,853.0,543.96289846
2017-01-17 04:00:00,850.95,869.78,850.95,866.63,649.59970185
