time,open,high,low,close,vol
2020-12-01 00:00:00,1.29968,1.30078,1.29967,1.30027,0
2020-12-01 00:15:00,1.30027,1.30055,1.30003,1.30005,0
2020-12-01 00:30:00,1.30005,1.30040,1.29997,1.30006,0
2020-12-01 00:45:00,1.30006,1.30020,1.29998,1.30012,0
2020-12-01 01:00:00,1.30007,1.30019,1.29970,1.30006,0
2020-12-01 01:15:00,1.30006,1.30035,1.29998,1.30008,0
2020-12-01 01:30:00,1.30006,1.30006,1.29913,1.29913,0
2020-12-01 01:45:00,1.29915,1.29923,1.29897,1.29914,0
2020-12-01 02:00:00,1.29914,1.29921,1.29843,1.29858,0
2020-12-01 02:15:00,1.29854,1.29880,1.29817,1.29817,0
2020-12-01 02:30:00,1.29817,1.29824,1.29774,1.29783,0
2020-12-01 02:45:00,1.29783,1.29797,1.29758,1.29775,0
2020-12-01 03:00:00,1.29775,1.29808,1.29769,1.29783,0
2020-12-01 03:15:00,1.29782,1.29802,1.29761,1.29789,0
2020-12-01 03:30:00,1.29786,1.29812,1.29752,1.29798,0
2020-12-01 03:45:00,1.29798,1.29799,1.29763,1.29779,0
2020-12-01 04:00:00,1.29779,1.29788,1.29753,1.29782,0
2020-12-01 04:15:00,1.29781,1.29786,1.29757,1.29765,0
2020-12-01 04:30:00,1.29764,1.29780,1.29751,1.29772,0
2020-12-01 04:45:00,1.29772,1.29772,1.29748,1.29757,0
2020-12-01 05:00:00,1.29756,1.29762,1.29747,1.29747,0
2020-12-01 05:15:00,1.29747,1.29751,1.29713,1.29724,0
2020-12-01 05:30:00,1.29724,1.29733,1.29694,1.29703,0
2020-12-01 05:45:00,1.29703,1.29721,1.29699,1.29702,0
2020-12-01 06:00:00,1.29702,1.29704,1.29670,1.29675,0
2020-12-01 06:15:00,1.29675,1.29681,1.29651,1.29677,0
2020-12-01 06:30:00,1.29677,1.29694,1.29672,1.29684,0
2020-12-01 06:45:00,1.29684,1.29693,1.29679,1.29684,0
2020-12-01 07:00:00,1.29684,1.29700,1.29672,1.29675,0
2020-12-01 07:15:00,1.29675,1.29683,1.29654,1.29683,0
2020-12-01 07:30:00,1.29683,1.29685,1.29660,1.29672,0
2020-12-01 07:45:00,1.29672,1.29694,1.29663,1.29672,0
2020-12-01 08:00:00,1.29672,1.29686,1.29654,1.29671,0
2020-12-01 08:15:00,1.29670,1.29677,1.29652,1.29652,0
2020-12-01 08:30:00,1.29652,1.29703,1.29645,1.29703,0
2020-12-01 08:45:00,1.29703,1.29721,1.29687,1.29693,0
2020-12-01 09:00:00,1.29693,1.29695,1.29574,1.29593,0
2020-12-01 09:15:00,1.29593,1.29609,1.29561,1.29573,0
2020-12-01 09:30:00,1.29573,1.29574,1.29513,1.29517,0
2020-12-01 09:45:00,1.29517,1.29580,1.29509,1.29577,0
2020-12-01 10:00:00,1.29577,1.29636,1.29525,1.29628,0
2020-12-01 10:15:00,1.29627,1.29640,1.29556,1.29572,0
2020-12-01 10:30:00,1.29572,1.29572,1.29425,1.29443,0
2020-12-01 10:45:00,1.29443,1.29512,1.29436,1.29483,0
2020-12-01 11:00:00,1.29483,1.29559,1.29472,1.29541,0
2020-12-01 11:15:00,1.29541,1.29572,1.29518,1.29562,0
2020-12-01 11:30:00,1.29563,1.29714,1.29554,1.29679,0
2020-12-01 11:45:00,1.29679,1.29765,1.29676,1.29731,0
2020-12-01 12:00:00,1.29731,1.29790,1.29710,1.29729,0
2020-12-01 12:15:00,1.29729,1.29752,1.29691,1.29724,0
2020-12-01 12:30:00,1.29722,1.29775,1.29714,1.29756,0
2020-12-01 12:45:00,1.29756,1.29815,1.29756,1.29761,0
2020-12-01 13:00:00,1.29763,1.29801,1.29728,1.29770,0
2020-12-01 13:15:00,1.29769,1.29770,1.29705,1.29726,0
2020-12-01 13:30:00,1.29726,1.29753,1.29698,1.29709,0
2020-12-01 13:45:00,1.29710,1.29743,1.29670,1.29700,0
2020-12-01 14:00:00,1.29701,1.29720,1.29674,1.29690,0
2020-12-01 14:15:00,1.29690,1.29766,1.29690,1.29741,0
2020-12-01 14:30:00,1.29741,1.29767,1.29734,1.29749,0
2020-12-01 14:45:00,1.29749,1.29777,1.29709,1.29709,0
2020-12-01 15:00:00,1.29708,1.29714,1.29670,1.29694,0
2020-12-01 15:15:00,1.29694,1.29784,1.29677,1.29677,0
2020-12-01 15:30:00,1.29677,1.29765,1.29621,1.29670,0
2020-12-01 15:45:00,1.29670,1.29678,1.29531,1.29531,0
2020-12-01 16:00:00,1.29531,1.29624,1.29525,1.29610,0
2020-12-01 16:15:00,1.29610,1.29656,1.29602,1.29619,0
2020-12-01 16:30:00,1.29621,1.29654,1.29525,1.29606,0
2020-12-01 16:45:00,1.29606,1.29699,1.29591,1.29652,0
2020-12-01 17:00:00,1.29651,1.29742,1.29614,1.29630,0
2020-12-01 17:15:00,1.29627,1.29678,1.29545,1.29584,0
2020-12-01 17:30:00,1.29584,1.29757,1.29583,1.29617,0
2020-12-01 17:45:00,1.29617,1.29709,1.29613,1.29619,0
2020-12-01 18:00:00,1.29618,1.29636,1.29489,1.29533,0
2020-12-01 18:15:00,1.29532,1.29601,1.29524,1.29559,0
2020-12-01 18:30:00,1.29561,1.29563,1.29446,1.29466,0
2020-12-01 18:45:00,1.29467,1.29585,1.29458,1.29584,0
2020-12-01 19:00:00,1.29583,1.29591,1.29523,1.29563,0
2020-12-01 19:15:00,1.29559,1.29591,1.29524,1.29534,0
2020-12-01 19:30:00,1.29534,1.29534,1.29455,1.29457,0
2020-12-01 19:45:00,1.29457,1.29458,1.29410,1.29437,0
2020-12-01 20:00:00,1.29435,1.29483,1.29390,1.29464,0
2020-12-01 20:15:00,1.29464,1.29506,1.29440,1.29476,0
2020-12-01 20:30:00,1.29475,1.29523,1.29439,1.29467,0
2020-12-01 20:45:00,1.29465,1.29481,1.29439,1.29445,0
2020-12-01 21:00:00,1.29444,1.29464,1.29399,1.29410,0
2020-12-01 21:15:00,1.29410,1.29419,1.29392,1.29403,0
2020-12-01 21:30:00,1.29403,1.29416,1.29299,1.29307,0
2020-12-01 21:45:00,1.29306,1.29382,1.29300,1.29358,0
2020-12-01 22:00:00,1.29358,1.29456,1.29339,1.29455,0
2020-12-01 22:15:00,1.29454,1.29474,1.29437,1.29448,0
2020-12-01 22:30:00,1.29448,1.29449,1.29355,1.29356,0
2020-12-01 22:45:00,1.29356,1.29382,1.29278,1.29366,0
2020-12-01 23:00:00,1.29367,1.29387,1.29339,1.29379,0
2020-12-01 23:15:00,1.29382,1.29384,1.29331,1.29331,0
2020-12-01 23:30:00,1.29331,1.29408,1.29331,1.29372,0
2020-12-01 23:45:00,1.29372,1.29412,1.29323,1.29330,0
2020-12-02 00:00:00,1.29334,1.29399,1.29310,1.29353,0
2020-12-02 00:15:00,1.29354,1.29366,1.29333,1.29342,0
2020-12-02 00:30:00,1.29336,1.29408,1.29336,1.29358,0
2020-12-02 00:45:00,1.29358,1.29365,1.29346,1.29357,0
2020-12-02 01:00:00,1.29355,1.29366,1.29335,1.29363,0
2020-12-02 01:15:00,1.29363,1.29363,1.29328,1.29340,0
2020-12-02 01:30:00,1.29339,1.29381,1.29334,1.29364,0
2020-12-02 01:45:00,1.29364,1.29365,1.29325,1.29333,0
2020-12-02 02:00:00,1.29333,1.29378,1.29332,1.29348,0
2020-12-02 02:15:00,1.29348,1.29379,1.29317,1.29360,0
2020-12-02 02:30:00,1.29355,1.29355,1.29310,1.29350,0
2020-12-02 02:45:00,1.29351,1.29370,1.29331,1.29366,0
2020-12-02 03:00:00,1.29368,1.29406,1.29360,1.29370,0
2020-12-02 03:15:00,1.29371,1.29392,1.29321,1.29388,0
2020-12-02 03:30:00,1.29388,1.29460,1.29370,1.29455,0
2020-12-02 03:45:00,1.29455,1.29495,1.29442,1.29469,0
2020-12-02 04:00:00,1.29472,1.29486,1.29444,1.29479,0
2020-12-02 04:15:00,1.29479,1.29494,1.29446,1.29456,0
2020-12-02 04:30:00,1.29456,1.29474,1.29409,1.29414,0
2020-12-02 04:45:00,1.29414,1.29469,1.29406,1.29469,0
2020-12-02 05:00:00,1.29469,1.29473,1.29422,1.29422,0
2020-12-02 05:15:00,1.29426,1.29432,1.29403,1.29406,0
2020-12-02 05:30:00,1.29408,1.29436,1.29406,1.29428,0
2020-12-02 05:45:00,1.29431,1.29434,1.29369,1.29372,0
2020-12-02 06:00:00,1.29373,1.29404,1.29373,1.29404,0
2020-12-02 06:15:00,1.29404,1.29422,1.29383,1.29420,0
2020-12-02 06:30:00,1.29420,1.29422,1.29401,1.29409,0
2020-12-02 06:45:00,1.29409,1.29428,1.29401,1.29427,0
2020-12-02 07:00:00,1.29427,1.29445,1.29427,1.29440,0
2020-12-02 07:15:00,1.29440,1.29487,1.29434,1.29471,0
2020-12-02 07:30:00,1.29473,1.29487,1.29428,1.29438,0
2020-12-02 07:45:00,1.29438,1.29464,1.29429,1.29455,0
2020-12-02 08:00:00,1.29455,1.29457,1.29408,1.29413,0
2020-12-02 08:15:00,1.29413,1.29413,1.29393,1.29394,0
2020-12-02 08:30:00,1.29394,1.29412,1.29391,1.29397,0
2020-12-02 08:45:00,1.29398,1.29446,1.29398,1.29415,0
2020-12-02 09:00:00,1.29414,1.29417,1.29295,1.29309,0
2020-12-02 09:15:00,1.29310,1.29322,1.29251,1.29273,0
2020-12-02 09:30:00,1.29273,1.29275,1.29218,1.29235,0
2020-12-02 09:45:00,1.29235,1.29304,1.29192,1.29279,0
2020-12-02 10:00:00,1.29279,1.29439,1.29279,1.29416,0
2020-12-02 10:15:00,1.29415,1.29430,1.29328,1.29412,0
2020-12-02 10:30:00,1.29412,1.29439,1.29317,1.29319,0
2020-12-02 10:45:00,1.29319,1.29354,1.29268,1.29350,0
2020-12-02 11:00:00,1.29352,1.29353,1.29236,1.29236,0
2020-12-02 11:15:00,1.29236,1.29242,1.29161,1.29203,0
2020-12-02 11:30:00,1.29203,1.29270,1.29191,1.29221,0
2020-12-02 11:45:00,1.29221,1.29287,1.29203,1.29277,0
2020-12-02 12:00:00,1.29277,1.29340,1.29274,1.29337,0
